Time(s),Length(m),[Calcium],Force(N)
 0.431,0.252633,1.000000,80.094564
 0.432,0.252633,1.000000,80.094938
 0.433,0.252633,1.000000,80.095305
 0.434,0.252633,1.000000,80.095665
 0.435,0.252633,1.000000,80.096019
 0.436,0.252633,1.000000,80.096367
 0.437,0.252633,1.000000,80.096708
 0.438,0.252633,1.000000,80.097042
 0.439,0.252633,1.000000,80.097371
 0.440,0.252633,1.000000,80.097693
 0.441,0.252633,1.000000,80.098009
 0.442,0.252633,1.000000,80.098320
 0.443,0.252633,1.000000,80.098624
 0.444,0.252633,1.000000,80.098922
 0.445,0.252633,1.000000,80.099215
 0.446,0.252633,1.000000,80.099502
 0.447,0.252633,1.000000,80.099783
 0.448,0.252633,1.000000,80.100059
 0.449,0.252633,1.000000,80.100329
 0.450,0.252633,1.000000,80.100594
 0.451,0.252633,1.000000,80.100853
 0.452,0.252633,1.000000,80.101108
 0.453,0.252633,1.000000,80.101357
 0.454,0.252633,1.000000,80.101601
 0.455,0.252633,1.000000,80.101840
 0.456,0.252633,1.000000,80.102075
 0.457,0.252633,1.000000,80.102304
 0.458,0.252633,1.000000,80.102529
 0.459,0.252633,1.000000,80.102749
 0.460,0.252633,1.000000,80.102965
 0.461,0.252633,1.000000,80.103176
 0.462,0.252633,1.000000,80.103383
 0.463,0.252633,1.000000,80.103586
 0.464,0.252633,1.000000,80.103784
 0.465,0.252633,1.000000,80.103978
 0.466,0.252633,1.000000,80.104168
 0.467,0.252633,1.000000,80.104354
 0.468,0.252633,1.000000,80.104536
 0.469,0.252633,1.000000,80.104714
 0.470,0.252633,1.000000,80.104888
 0.471,0.252633,1.000000,80.105059
 0.472,0.252633,1.000000,80.105226
 0.473,0.252633,1.000000,80.105389
 0.474,0.252633,1.000000,80.105549
 0.475,0.252633,1.000000,80.105706
 0.476,0.252633,1.000000,80.105859
 0.477,0.252633,1.000000,80.106008
 0.478,0.252633,1.000000,80.106155
 0.479,0.252633,1.000000,80.106298
 0.480,0.252633,1.000000,80.106438
 0.481,0.252633,1.000000,80.106575
 0.482,0.252633,1.000000,80.106710
 0.483,0.252633,1.000000,80.106841
 0.484,0.252633,1.000000,80.106969
 0.485,0.252633,1.000000,80.107094
 0.486,0.252633,1.000000,80.107217
 0.487,0.252633,1.000000,80.107337
 0.488,0.252633,1.000000,80.107454
 0.489,0.252633,1.000000,80.107569
 0.490,0.252633,1.000000,80.107681
 0.491,0.252633,1.000000,80.107791
 0.492,0.252633,1.000000,80.107898
 0.493,0.252633,1.000000,80.108003
 0.494,0.252633,1.000000,80.108106
 0.495,0.252633,1.000000,80.108206
 0.496,0.252633,1.000000,80.108304
 0.497,0.252633,1.000000,80.108400
 0.498,0.252633,1.000000,80.108493
 0.499,0.252633,1.000000,80.108585
 0.500,0.252633,0.999528,80.108674
 0.501,0.252633,0.904407,80.107467
 0.502,0.252633,0.818341,80.103569
 0.503,0.252633,0.740466,80.096782
 0.504,0.252633,0.670001,80.086886
 0.505,0.252632,0.606242,80.073631
 0.506,0.252632,0.548550,80.056740
 0.507,0.252631,0.496349,80.035906
 0.508,0.252630,0.449115,80.010786
 0.509,0.252629,0.406376,79.980996
 0.510,0.252628,0.367704,79.946115
 0.511,0.252627,0.332713,79.905673
 0.512,0.252625,0.301051,79.859147
 0.513,0.252623,0.272402,79.805964
 0.514,0.252621,0.246480,79.745484
 0.515,0.252619,0.223024,79.677004
 0.516,0.252617,0.201800,79.599744
 0.517,0.252614,0.182597,79.512847
 0.518,0.252611,0.165220,79.415731
 0.519,0.252607,0.149497,79.310079
 0.520,0.252603,0.135271,79.191379
 0.521,0.252599,0.122398,79.058496
 0.522,0.252594,0.110750,78.910061
 0.523,0.252588,0.100211,78.744578
 0.524,0.252582,0.090675,78.560415
 0.525,0.252576,0.082046,78.355797
 0.526,0.252568,0.074238,78.125984
 0.527,0.252560,0.067174,77.871406
 0.528,0.252551,0.060781,77.590303
 0.529,0.252540,0.054997,77.280297
 0.530,0.252529,0.049763,76.938868
 0.531,0.252517,0.045028,76.566452
 0.532,0.252503,0.040743,76.157193
 0.533,0.252489,0.036866,75.708168
 0.534,0.252472,0.033357,75.213549
 0.535,0.252455,0.030183,74.673564
 0.536,0.252435,0.027311,74.087776
 0.537,0.252415,0.024712,73.452261
 0.538,0.252392,0.022360,72.762266
 0.539,0.252367,0.020232,72.016763
 0.540,0.252341,0.018307,71.217480
 0.541,0.252313,0.016565,70.360001
 0.542,0.252283,0.014988,69.445291
 0.543,0.252251,0.013562,68.475235
 0.544,0.252217,0.012271,67.448588
 0.545,0.252182,0.011104,66.370432
 0.546,0.252145,0.010047,65.241637
 0.547,0.252106,0.009091,64.067635
 0.548,0.252066,0.008226,62.851892
 0.549,0.252025,0.007443,61.600034
 0.550,0.251983,0.006735,60.317497
 0.551,0.251940,0.006094,59.009877
 0.552,0.251896,0.005514,57.683522
 0.553,0.251852,0.004989,56.344160
 0.554,0.251808,0.004514,54.997478
 0.555,0.251764,0.004085,53.648504
 0.556,0.251719,0.003696,52.302755
 0.557,0.251675,0.003344,50.964645
 0.558,0.251632,0.003026,49.638216
 0.559,0.251589,0.002738,48.327186
 0.560,0.251546,0.002478,47.034485
 0.561,0.251504,0.002242,45.762758
 0.562,0.251463,0.002028,44.514153
 0.563,0.251423,0.001835,43.290380
 0.564,0.251384,0.001661,42.092722
 0.565,0.251345,0.001503,40.922243
 0.566,0.251308,0.001360,39.779662
 0.567,0.251271,0.001230,38.665339
 0.568,0.251235,0.001113,37.579638
 0.569,0.251201,0.001007,36.522570
 0.570,0.251167,0.000911,35.493953
 0.571,0.251134,0.000825,34.493580
 0.572,0.251102,0.000746,33.521106
 0.573,0.251071,0.000675,32.576097
 0.574,0.251041,0.000611,31.658138
 0.575,0.251011,0.000553,30.766658
 0.576,0.250983,0.000500,29.900926
 0.577,0.250955,0.000453,29.060434
 0.578,0.250928,0.000410,28.244563
 0.579,0.250902,0.000371,27.452676
 0.580,0.250877,0.000335,26.684207
 0.581,0.250853,0.000303,25.938390
 0.582,0.250829,0.000275,25.214596
 0.583,0.250806,0.000248,24.512211
 0.584,0.250783,0.000225,23.830656
 0.585,0.250762,0.000203,23.169271
 0.586,0.250741,0.000184,22.527391
 0.587,0.250720,0.000167,21.904466
 0.588,0.250700,0.000151,21.299948
 0.589,0.250681,0.000136,20.713284
 0.590,0.250662,0.000123,20.143914
 0.591,0.250644,0.000112,19.591279
 0.592,0.250626,0.000101,19.054878
 0.593,0.250609,0.000091,18.534202
 0.594,0.250593,0.000083,18.028798
 0.595,0.250577,0.000075,17.538167
 0.596,0.250561,0.000068,17.061839
 0.597,0.250546,0.000061,16.599371
 0.598,0.250531,0.000055,16.150352
 0.599,0.250517,0.000050,15.714385
 0.600,0.250503,0.000045,15.291036
 0.601,0.250489,0.000041,14.879928
 0.602,0.250476,0.000037,14.480681
 0.603,0.250463,0.000034,14.092938
 0.604,0.250451,0.000030,13.716344
 0.605,0.250439,0.000028,13.350537
 0.606,0.250427,0.000025,12.995197
 0.607,0.250416,0.000023,12.650023
 0.608,0.250405,0.000020,12.314705
 0.609,0.250394,0.000018,11.988922
 0.610,0.250384,0.000017,11.672396
 0.611,0.250374,0.000015,11.364845
 0.612,0.250364,0.000014,11.066009
 0.613,0.250354,0.000012,10.775578
 0.614,0.250345,0.000011,10.493274
 0.615,0.250336,0.000010,10.218846
 0.616,0.250327,0.000009,9.952060
 0.617,0.250319,0.000008,9.692699
 0.618,0.250310,0.000008,9.440541
 0.619,0.250302,0.000007,9.195373
 0.620,0.250294,0.000006,8.956992
 0.621,0.250287,0.000006,8.725209
 0.622,0.250279,0.000005,8.499833
 0.623,0.250272,0.000005,8.280674
 0.624,0.250265,0.000004,8.067554
 0.625,0.250258,0.000004,7.860294
 0.626,0.250252,0.000003,7.658731
 0.627,0.250245,0.000003,7.462703
 0.628,0.250239,0.000003,7.272051
 0.629,0.250233,0.000002,7.086616
 0.630,0.250227,0.000002,6.906242
 0.631,0.250221,0.000002,6.730792
 0.632,0.250216,0.000002,6.560124
 0.633,0.250210,0.000002,6.394100
 0.634,0.250205,0.000002,6.232581
 0.635,0.250200,0.000001,6.075443
 0.636,0.250195,0.000001,5.922561
 0.637,0.250190,0.000001,5.773814
 0.638,0.250185,0.000001,5.629079
 0.639,0.250180,0.000001,5.488245
 0.640,0.250176,0.000001,5.351202
 0.641,0.250172,0.000001,5.217844
 0.642,0.250167,0.000001,5.088060
 0.643,0.250163,0.000001,4.961753
 0.644,0.250159,0.000001,4.838825
 0.645,0.250155,0.000001,4.719178
 0.646,0.250151,0.000000,4.602717
 0.647,0.250148,0.000000,4.489355
 0.648,0.250144,0.000000,4.379005
 0.649,0.250140,0.000000,4.271580
 0.650,0.250137,0.000000,4.166997
 0.651,0.250134,0.000000,4.065178
 0.652,0.250130,0.000000,3.966045
 0.653,0.250127,0.000000,3.869522
 0.654,0.250124,0.000000,3.775537
 0.655,0.250121,0.000000,3.684023
 0.656,0.250118,0.000000,3.594916
 0.657,0.250115,0.000000,3.508151
 0.658,0.250113,0.000000,3.423661
 0.659,0.250110,0.000000,3.341380
 0.660,0.250107,0.000000,3.261248
 0.661,0.250105,0.000000,3.183203
 0.662,0.250102,0.000000,3.107186
 0.663,0.250100,0.000000,3.033140
 0.664,0.250097,0.000000,2.961011
 0.665,0.250095,0.000000,2.890745
 0.666,0.250093,0.000000,2.822291
 0.667,0.250091,0.000000,2.755596
 0.668,0.250088,0.000000,2.690614
 0.669,0.250086,0.000000,2.627295
 0.670,0.250084,0.000000,2.565595
 0.671,0.250082,0.000000,2.505468
 0.672,0.250080,0.000000,2.446871
 0.673,0.250079,0.000000,2.389762
 0.674,0.250077,0.000000,2.334101
 0.675,0.250075,0.000000,2.279847
 0.676,0.250073,0.000000,2.226962
 0.677,0.250072,0.000000,2.175409
 0.678,0.250070,0.000000,2.125152
 0.679,0.250068,0.000000,2.076156
 0.680,0.250067,0.000000,2.028386
 0.681,0.250065,0.000000,1.981809
 0.682,0.250064,0.000000,1.936394
 0.683,0.250062,0.000000,1.892109
 0.684,0.250061,0.000000,1.848923
 0.685,0.250059,0.000000,1.806807
 0.686,0.250058,0.000000,1.765733
 0.687,0.250057,0.000000,1.725672
 0.688,0.250055,0.000000,1.686598
 0.689,0.250054,0.000000,1.648484
 0.690,0.250053,0.000000,1.611305
 0.691,0.250052,0.000000,1.575036
 0.692,0.250051,0.000000,1.539653
 0.693,0.250049,0.000000,1.505133
 0.694,0.250048,0.000000,1.471453
