Time(s),Length(m),Activation,Force(N)
 1.862,  0.229,1.000,  81.153
 1.864,  0.229,1.000,  81.153
 1.866,  0.229,1.000,  81.153
 1.868,  0.229,1.000,  81.153
 1.870,  0.229,1.000,  81.153
 1.872,  0.229,1.000,  81.153
 1.874,  0.229,1.000,  81.153
 1.876,  0.229,1.000,  81.153
 1.878,  0.229,1.000,  81.153
 1.880,  0.229,1.000,  81.153
 1.882,  0.229,1.000,  81.153
 1.884,  0.229,1.000,  81.153
 1.886,  0.229,1.000,  81.153
 1.888,  0.229,1.000,  81.153
 1.890,  0.229,1.000,  81.153
 1.892,  0.229,1.000,  81.153
 1.894,  0.229,1.000,  81.153
 1.896,  0.229,1.000,  81.153
 1.898,  0.229,1.000,  81.153
 1.900,  0.229,1.000,  81.153
 1.902,  0.229,1.000,  81.153
 1.904,  0.229,1.000,  81.153
 1.906,  0.229,1.000,  81.153
 1.908,  0.229,1.000,  81.153
 1.910,  0.229,1.000,  81.153
 1.912,  0.229,1.000,  81.153
 1.914,  0.229,1.000,  81.153
 1.916,  0.229,1.000,  81.153
 1.918,  0.229,1.000,  81.153
 1.920,  0.229,1.000,  81.153
 1.922,  0.229,1.000,  81.153
 1.924,  0.229,1.000,  81.153
 1.926,  0.229,1.000,  81.153
 1.928,  0.229,1.000,  81.153
 1.930,  0.229,1.000,  81.153
 1.932,  0.229,1.000,  81.153
 1.934,  0.229,1.000,  81.153
 1.936,  0.229,1.000,  81.153
 1.938,  0.229,1.000,  81.153
 1.940,  0.229,1.000,  81.153
 1.942,  0.229,1.000,  81.153
 1.944,  0.229,1.000,  81.153
 1.946,  0.229,1.000,  81.153
 1.948,  0.229,1.000,  81.153
 1.950,  0.229,1.000,  81.153
 1.952,  0.229,1.000,  81.153
 1.954,  0.229,1.000,  81.153
 1.956,  0.229,1.000,  81.153
 1.958,  0.229,1.000,  81.153
 1.960,  0.229,1.000,  81.153
 1.962,  0.229,1.000,  81.153
 1.964,  0.229,1.000,  81.153
 1.966,  0.229,1.000,  81.153
 1.968,  0.229,1.000,  81.153
 1.970,  0.229,1.000,  81.153
 1.972,  0.229,1.000,  81.153
 1.974,  0.229,1.000,  81.153
 1.976,  0.229,1.000,  81.153
 1.978,  0.229,1.000,  81.153
 1.980,  0.229,1.000,  81.153
 1.982,  0.229,1.000,  81.153
 1.984,  0.229,1.000,  81.153
 1.986,  0.229,1.000,  81.153
 1.988,  0.229,1.000,  81.153
 1.990,  0.229,1.000,  81.153
 1.992,  0.229,1.000,  81.153
 1.994,  0.229,1.000,  81.153
 1.996,  0.229,1.000,  81.153
 1.998,  0.229,1.000,  81.153
 2.000,  0.229,1.000,  81.153
