Time(s),Length(m),Activation,Force(N)
 0.959,  0.288,0.010,  16.720
 0.960,  0.288,0.010,  16.720
 0.961,  0.288,0.010,  16.720
 0.962,  0.288,0.010,  16.720
 0.963,  0.288,0.010,  16.720
 0.964,  0.288,0.010,  16.720
 0.965,  0.288,0.010,  16.720
 0.966,  0.288,0.010,  16.720
 0.967,  0.288,0.010,  16.720
 0.968,  0.288,0.010,  16.720
 0.969,  0.288,0.010,  16.720
 0.970,  0.288,0.010,  16.720
 0.971,  0.288,0.010,  16.720
 0.972,  0.288,0.010,  16.719
 0.973,  0.288,0.010,  16.719
 0.974,  0.288,0.010,  16.719
 0.975,  0.288,0.010,  16.719
 0.976,  0.288,0.010,  16.719
 0.977,  0.288,0.010,  16.719
 0.978,  0.288,0.010,  16.719
 0.979,  0.288,0.010,  16.719
 0.980,  0.288,0.010,  16.719
 0.981,  0.288,0.010,  16.719
 0.982,  0.288,0.010,  16.719
 0.983,  0.288,0.010,  16.719
 0.984,  0.288,0.010,  16.719
 0.985,  0.288,0.010,  16.719
 0.986,  0.288,0.010,  16.719
 0.987,  0.288,0.010,  16.719
 0.988,  0.288,0.010,  16.719
 0.989,  0.288,0.010,  16.719
 0.990,  0.288,0.010,  16.719
 0.991,  0.288,0.010,  16.719
 0.992,  0.288,0.010,  16.719
 0.993,  0.288,0.010,  16.719
 0.994,  0.288,0.010,  16.719
 0.995,  0.288,0.010,  16.719
 0.996,  0.288,0.010,  16.719
 0.997,  0.288,0.010,  16.719
 0.998,  0.288,0.010,  16.719
 0.999,  0.288,0.010,  16.719
 1.000,  0.288,0.010,  16.719
