Time(s),Length(m),[Calcium],Force(N)
 0.579,0.290891,0.000371,27.098754
 0.580,0.290870,0.000336,26.463629
 0.581,0.290850,0.000304,25.843938
 0.582,0.290830,0.000275,25.239340
 0.583,0.290810,0.000249,24.649309
 0.584,0.290791,0.000225,24.073703
 0.585,0.290773,0.000204,23.512161
 0.586,0.290755,0.000184,22.964286
 0.587,0.290737,0.000167,22.429697
 0.588,0.290720,0.000151,21.908246
 0.589,0.290703,0.000136,21.399555
 0.590,0.290687,0.000123,20.903294
 0.591,0.290671,0.000112,20.418980
 0.592,0.290656,0.000101,19.946522
 0.593,0.290641,0.000091,19.485606
 0.594,0.290626,0.000083,19.035984
 0.595,0.290611,0.000075,18.597264
 0.596,0.290597,0.000068,18.169135
 0.597,0.290584,0.000061,17.751439
 0.598,0.290570,0.000055,17.343887
 0.599,0.290557,0.000050,16.946253
 0.600,0.290544,0.000045,16.558222
 0.601,0.290532,0.000041,16.179524
 0.602,0.290520,0.000037,15.810023
 0.603,0.290508,0.000034,15.449472
 0.604,0.290496,0.000030,15.097616
 0.605,0.290485,0.000028,14.754252
 0.606,0.290474,0.000025,14.419105
 0.607,0.290463,0.000023,14.092011
 0.608,0.290453,0.000020,13.772807
 0.609,0.290442,0.000018,13.461254
 0.610,0.290433,0.000017,13.157181
 0.611,0.290423,0.000015,12.860396
 0.612,0.290413,0.000014,12.570679
 0.613,0.290404,0.000012,12.287876
 0.614,0.290395,0.000011,12.011823
 0.615,0.290386,0.000010,11.742351
 0.616,0.290377,0.000009,11.479312
 0.617,0.290369,0.000008,11.222526
 0.618,0.290361,0.000008,10.971845
 0.619,0.290353,0.000007,10.727098
 0.620,0.290345,0.000006,10.488125
 0.621,0.290337,0.000006,10.254815
 0.622,0.290330,0.000005,10.027030
 0.623,0.290322,0.000005,9.804620
 0.624,0.290315,0.000004,9.587459
 0.625,0.290308,0.000004,9.375413
 0.626,0.290301,0.000003,9.168357
 0.627,0.290295,0.000003,8.966169
 0.628,0.290288,0.000003,8.768730
 0.629,0.290282,0.000002,8.575911
 0.630,0.290276,0.000002,8.387612
 0.631,0.290270,0.000002,8.203719
 0.632,0.290264,0.000002,8.024127
 0.633,0.290258,0.000002,7.848728
 0.634,0.290252,0.000002,7.677422
 0.635,0.290247,0.000001,7.510104
 0.636,0.290241,0.000001,7.346678
 0.637,0.290236,0.000001,7.187050
 0.638,0.290231,0.000001,7.031126
 0.639,0.290226,0.000001,6.878816
 0.640,0.290221,0.000001,6.730032
 0.641,0.290216,0.000001,6.584685
 0.642,0.290212,0.000001,6.442691
 0.643,0.290207,0.000001,6.303976
 0.644,0.290203,0.000001,6.168455
 0.645,0.290198,0.000001,6.036052
 0.646,0.290194,0.000000,5.906690
 0.647,0.290190,0.000000,5.780294
 0.648,0.290186,0.000000,5.656797
 0.649,0.290182,0.000000,5.536127
 0.650,0.290178,0.000000,5.418213
 0.651,0.290174,0.000000,5.302992
 0.652,0.290171,0.000000,5.190394
 0.653,0.290167,0.000000,5.080349
 0.654,0.290163,0.000000,4.972790
 0.655,0.290160,0.000000,4.867657
 0.656,0.290157,0.000000,4.764896
 0.657,0.290153,0.000000,4.664450
 0.658,0.290150,0.000000,4.566266
 0.659,0.290147,0.000000,4.470291
 0.660,0.290144,0.000000,4.376473
 0.661,0.290141,0.000000,4.284762
 0.662,0.290138,0.000000,4.195109
 0.663,0.290135,0.000000,4.107463
 0.664,0.290132,0.000000,4.021781
 0.665,0.290129,0.000000,3.938013
 0.666,0.290127,0.000000,3.856115
 0.667,0.290124,0.000000,3.776045
 0.668,0.290122,0.000000,3.697759
 0.669,0.290119,0.000000,3.621215
 0.670,0.290117,0.000000,3.546374
 0.671,0.290114,0.000000,3.473197
 0.672,0.290112,0.000000,3.401644
 0.673,0.290110,0.000000,3.331675
 0.674,0.290107,0.000000,3.263256
 0.675,0.290105,0.000000,3.196350
 0.676,0.290103,0.000000,3.130921
 0.677,0.290101,0.000000,3.066936
 0.678,0.290099,0.000000,3.004362
 0.679,0.290097,0.000000,2.943164
 0.680,0.290095,0.000000,2.883311
 0.681,0.290093,0.000000,2.824772
