Time(s),Length(m),[Calcium],Force(N)
 1.252,0.261359,1.000000,108.789681
 1.254,0.261424,1.000000,108.770830
 1.256,0.261488,1.000000,108.751746
 1.258,0.261553,1.000000,108.732429
 1.260,0.261617,1.000000,108.712880
 1.262,0.261682,1.000000,108.693099
 1.264,0.261746,1.000000,108.673088
 1.266,0.261811,1.000000,108.652845
 1.268,0.261875,1.000000,108.632372
 1.270,0.261940,1.000000,108.611668
 1.272,0.262005,1.000000,108.590735
 1.274,0.262069,1.000000,108.569573
 1.276,0.262134,1.000000,108.548182
 1.278,0.262198,1.000000,108.526562
 1.280,0.262263,1.000000,108.504715
 1.282,0.262327,1.000000,108.482640
 1.284,0.262392,1.000000,108.460337
 1.286,0.262456,1.000000,108.437808
 1.288,0.262521,1.000000,108.415053
 1.290,0.262585,1.000000,108.392071
 1.292,0.262649,1.000000,108.365781
 1.294,0.262714,1.000000,108.337999
 1.296,0.262778,1.000000,108.309829
 1.298,0.262842,1.000000,108.282716
 1.300,0.262907,1.000000,108.255224
 1.302,0.262971,1.000000,108.227547
 1.304,0.263035,1.000000,108.200072
 1.306,0.263100,1.000000,108.172995
 1.308,0.263164,1.000000,108.145374
 1.310,0.263228,1.000000,108.117537
 1.312,0.263292,1.000000,108.090364
 1.314,0.263357,1.000000,108.062401
 1.316,0.263421,1.000000,108.034227
 1.318,0.263485,1.000000,108.006659
 1.320,0.263550,1.000000,107.977980
 1.322,0.263614,1.000000,107.950232
 1.324,0.263678,1.000000,107.921068
 1.326,0.263742,1.000000,107.892605
 1.328,0.263807,1.000000,107.863309
 1.330,0.263871,1.000000,107.834151
 1.332,0.263935,1.000000,107.804747
 1.334,0.263999,1.000000,107.774836
 1.336,0.264064,1.000000,107.745418
 1.338,0.264128,1.000000,107.715189
 1.340,0.264192,1.000000,107.685084
 1.342,0.264256,1.000000,107.654665
 1.344,0.264321,1.000000,107.624034
 1.346,0.264385,1.000000,107.593186
 1.348,0.264449,1.000000,107.561952
 1.350,0.264513,1.000000,107.530763
 1.352,0.264577,1.000000,107.499191
 1.354,0.264642,1.000000,107.467168
 1.356,0.264706,1.000000,107.435313
 1.358,0.264770,1.000000,107.403158
 1.360,0.264834,1.000000,107.370781
 1.362,0.264898,1.000000,107.338377
 1.364,0.264962,1.000000,107.305744
 1.366,0.265026,1.000000,107.272307
 1.368,0.265091,1.000000,107.239295
 1.370,0.265155,1.000000,107.205757
 1.372,0.265219,1.000000,107.172000
 1.374,0.265283,1.000000,107.138368
 1.376,0.265347,1.000000,107.104599
 1.378,0.265411,1.000000,107.069873
 1.380,0.265475,1.000000,107.035618
 1.382,0.265539,1.000000,107.001233
 1.384,0.265603,1.000000,106.966182
 1.386,0.265667,1.000000,106.931407
