Time(s),Length(m),[Calcium],Force(N)
 0.453,0.253813,1.000000,116.008289
 0.454,0.253813,1.000000,116.008303
 0.455,0.253813,1.000000,116.008316
 0.456,0.253813,1.000000,116.008330
 0.457,0.253813,1.000000,116.008342
 0.458,0.253813,1.000000,116.008354
 0.459,0.253813,1.000000,116.008366
 0.460,0.253813,1.000000,116.008378
 0.461,0.253813,1.000000,116.008389
 0.462,0.253813,1.000000,116.008399
 0.463,0.253813,1.000000,116.008410
 0.464,0.253813,1.000000,116.008420
 0.465,0.253813,1.000000,116.008429
 0.466,0.253813,1.000000,116.008438
 0.467,0.253813,1.000000,116.008447
 0.468,0.253813,1.000000,116.008456
 0.469,0.253813,1.000000,116.008464
 0.470,0.253813,1.000000,116.008472
 0.471,0.253813,1.000000,116.008480
 0.472,0.253813,1.000000,116.008487
 0.473,0.253813,1.000000,116.008494
 0.474,0.253813,1.000000,116.008502
 0.475,0.253813,1.000000,116.008508
 0.476,0.253813,1.000000,116.008515
 0.477,0.253813,1.000000,116.008521
 0.478,0.253813,1.000000,116.008527
 0.479,0.253813,1.000000,116.008533
 0.480,0.253813,1.000000,116.008538
 0.481,0.253813,1.000000,116.008544
 0.482,0.253813,1.000000,116.008549
 0.483,0.253813,1.000000,116.008554
 0.484,0.253813,1.000000,116.008559
 0.485,0.253813,1.000000,116.008564
 0.486,0.253813,1.000000,116.008568
 0.487,0.253813,1.000000,116.008573
 0.488,0.253813,1.000000,116.008577
 0.489,0.253813,1.000000,116.008581
 0.490,0.253813,1.000000,116.008585
 0.491,0.253813,1.000000,116.008589
 0.492,0.253813,1.000000,116.008593
 0.493,0.253813,1.000000,116.008596
 0.494,0.253813,1.000000,116.008600
 0.495,0.253813,1.000000,116.008603
 0.496,0.253813,1.000000,116.008606
 0.497,0.253813,1.000000,116.008609
 0.498,0.253813,1.000000,116.008612
 0.499,0.253813,1.000000,116.008615
 0.500,0.253813,1.000258,116.008618
 0.501,0.253813,0.906190,116.006141
 0.502,0.253813,0.819955,115.998350
 0.503,0.253813,0.741926,115.984907
 0.504,0.253812,0.671322,115.965430
 0.505,0.253811,0.607437,115.939484
 0.506,0.253810,0.549632,115.906582
 0.507,0.253809,0.497328,115.866177
 0.508,0.253807,0.450001,115.817658
 0.509,0.253805,0.407177,115.760341
 0.510,0.253803,0.368429,115.693466
 0.511,0.253801,0.333369,115.616191
 0.512,0.253798,0.301644,115.527578
 0.513,0.253794,0.272939,115.426585
 0.514,0.253791,0.246966,115.312058
 0.515,0.253786,0.223464,115.182719
 0.516,0.253781,0.202198,115.037154
 0.517,0.253776,0.182957,114.873804
 0.518,0.253770,0.165546,114.690945
 0.519,0.253763,0.149792,114.486681
 0.520,0.253756,0.135538,114.258927
 0.521,0.253748,0.122639,114.005393
 0.522,0.253738,0.110969,113.723573
 0.523,0.253728,0.100409,113.410725
 0.524,0.253717,0.090854,113.063864
 0.525,0.253704,0.082208,112.679747
 0.526,0.253690,0.074385,112.254863
 0.527,0.253675,0.067306,111.785431
 0.528,0.253657,0.060901,111.258369
 0.529,0.253638,0.055105,110.674946
 0.530,0.253617,0.049861,110.034854
 0.531,0.253594,0.045117,109.333252
 0.532,0.253569,0.040823,108.568216
 0.533,0.253541,0.036938,107.732230
 0.534,0.253511,0.033423,106.819370
 0.535,0.253479,0.030243,105.824675
 0.536,0.253443,0.027365,104.743412
 0.537,0.253405,0.024760,103.571197
 0.538,0.253363,0.022404,102.301963
 0.539,0.253318,0.020272,100.925519
 0.540,0.253269,0.018343,99.450337
 0.541,0.253217,0.016597,97.878241
 0.542,0.253162,0.015018,96.206176
 0.543,0.253104,0.013589,94.435683
 0.544,0.253043,0.012296,92.560040
 0.545,0.252978,0.011126,90.597009
 0.546,0.252911,0.010067,88.553238
 0.547,0.252841,0.009109,86.430044
 0.548,0.252769,0.008242,84.237443
 0.549,0.252695,0.007458,81.993137
 0.550,0.252620,0.006748,79.698829
 0.551,0.252543,0.006106,77.372148
 0.552,0.252466,0.005525,75.023803
 0.553,0.252389,0.004999,72.662887
 0.554,0.252311,0.004523,70.304184
 0.555,0.252234,0.004093,67.954351
 0.556,0.252157,0.003703,65.625965
 0.557,0.252082,0.003351,63.325938
 0.558,0.252007,0.003032,61.060949
 0.559,0.251934,0.002744,58.840405
 0.560,0.251863,0.002482,56.665989
 0.561,0.251793,0.002246,54.544279
 0.562,0.251725,0.002032,52.479322
 0.563,0.251659,0.001839,50.472081
 0.564,0.251595,0.001664,48.524811
 0.565,0.251533,0.001506,46.639472
 0.566,0.251473,0.001362,44.816436
 0.567,0.251415,0.001233,43.055648
 0.568,0.251359,0.001115,41.355974
 0.569,0.251306,0.001009,39.717694
 0.570,0.251254,0.000913,38.139798
 0.571,0.251204,0.000826,36.621161
 0.572,0.251156,0.000748,35.160329
 0.573,0.251110,0.000677,33.755848
 0.574,0.251065,0.000612,32.406091
 0.575,0.251023,0.000554,31.109436
 0.576,0.250982,0.000501,29.864281
 0.577,0.250942,0.000454,28.668774
 0.578,0.250905,0.000410,27.521098
 0.579,0.250868,0.000371,26.419715
 0.580,0.250834,0.000336,25.362827
 0.581,0.250800,0.000304,24.348888
 0.582,0.250768,0.000275,23.376120
 0.583,0.250738,0.000249,22.443002
 0.584,0.250708,0.000225,21.548025
 0.585,0.250680,0.000204,20.689694
 0.586,0.250653,0.000184,19.866537
 0.587,0.250627,0.000167,19.076956
 0.588,0.250602,0.000151,18.319668
 0.589,0.250578,0.000137,17.593442
 0.590,0.250555,0.000124,16.897007
 0.591,0.250533,0.000112,16.229151
 0.592,0.250512,0.000101,15.588508
 0.593,0.250492,0.000092,14.974111
 0.594,0.250473,0.000083,14.384974
 0.595,0.250454,0.000075,13.819884
 0.596,0.250436,0.000068,13.277806
 0.597,0.250419,0.000061,12.757939
 0.598,0.250403,0.000056,12.259304
 0.599,0.250387,0.000050,11.780947
 0.600,0.250372,0.000045,11.322174
 0.601,0.250358,0.000041,10.882000
 0.602,0.250344,0.000037,10.459754
 0.603,0.250331,0.000034,10.054655
 0.604,0.250318,0.000030,9.666019
 0.605,0.250305,0.000028,9.293143
 0.606,0.250294,0.000025,8.935333
 0.607,0.250282,0.000023,8.592023
 0.608,0.250272,0.000020,8.262569
 0.609,0.250261,0.000018,7.946424
 0.610,0.250251,0.000017,7.643054
 0.611,0.250242,0.000015,7.351884
 0.612,0.250232,0.000014,7.072461
 0.613,0.250224,0.000012,6.804237
 0.614,0.250215,0.000011,6.546791
 0.615,0.250207,0.000010,6.299686
 0.616,0.250199,0.000009,6.062462
 0.617,0.250192,0.000008,5.834722
 0.618,0.250185,0.000008,5.616075
 0.619,0.250178,0.000007,5.406129
 0.620,0.250171,0.000006,5.204547
 0.621,0.250165,0.000006,5.010973
 0.622,0.250159,0.000005,4.825081
 0.623,0.250153,0.000005,4.646543
 0.624,0.250147,0.000004,4.475080
 0.625,0.250142,0.000004,4.310386
 0.626,0.250136,0.000003,4.152186
 0.627,0.250131,0.000003,4.000213
 0.628,0.250127,0.000003,3.854201
 0.629,0.250122,0.000003,3.713916
 0.630,0.250118,0.000002,3.579108
 0.631,0.250113,0.000002,3.449547
 0.632,0.250109,0.000002,3.325018
 0.633,0.250105,0.000002,3.205319
 0.634,0.250102,0.000002,3.090256
 0.635,0.250098,0.000001,2.979641
 0.636,0.250094,0.000001,2.873295
 0.637,0.250091,0.000001,2.771046
 0.638,0.250088,0.000001,2.672730
 0.639,0.250085,0.000001,2.578188
 0.640,0.250082,0.000001,2.487270
 0.641,0.250079,0.000001,2.399827
 0.642,0.250076,0.000001,2.315721
 0.643,0.250073,0.000001,2.234818
 0.644,0.250071,0.000001,2.156988
 0.645,0.250068,0.000001,2.082109
 0.646,0.250066,0.000000,2.010062
 0.647,0.250064,0.000000,1.940734
 0.648,0.250062,0.000000,1.874014
 0.649,0.250059,0.000000,1.809801
 0.650,0.250057,0.000000,1.747993
 0.651,0.250056,0.000000,1.688494
 0.652,0.250054,0.000000,1.631212
 0.653,0.250052,0.000000,1.576069
 0.654,0.250050,0.000000,1.522987
 0.655,0.250048,0.000000,1.471883
 0.656,0.250047,0.000000,1.422676
 0.657,0.250045,0.000000,1.375288
 0.658,0.250044,0.000000,1.329646
 0.659,0.250042,0.000000,1.285678
 0.660,0.250041,0.000000,1.243319
 0.661,0.250040,0.000000,1.202502
 0.662,0.250038,0.000000,1.163166
 0.663,0.250037,0.000000,1.125253
 0.664,0.250036,0.000000,1.088705
 0.665,0.250035,0.000000,1.053469
 0.666,0.250034,0.000000,1.019494
 0.667,0.250032,0.000000,0.986729
 0.668,0.250031,0.000000,0.955127
 0.669,0.250030,0.000000,0.924643
 0.670,0.250029,0.000000,0.895234
 0.671,0.250028,0.000000,0.866859
 0.672,0.250028,0.000000,0.839476
 0.673,0.250027,0.000000,0.813049
 0.674,0.250026,0.000000,0.787540
 0.675,0.250025,0.000000,0.762915
 0.676,0.250024,0.000000,0.739140
 0.677,0.250024,0.000000,0.716182
 0.678,0.250023,0.000000,0.694012
 0.679,0.250022,0.000000,0.672600
 0.680,0.250021,0.000000,0.651916
 0.681,0.250021,0.000000,0.631934
 0.682,0.250020,0.000000,0.612628
 0.683,0.250020,0.000000,0.593973
 0.684,0.250019,0.000000,0.575945
 0.685,0.250018,0.000000,0.558520
 0.686,0.250018,0.000000,0.541677
 0.687,0.250017,0.000000,0.525394
 0.688,0.250017,0.000000,0.509650
 0.689,0.250016,0.000000,0.494427
 0.690,0.250016,0.000000,0.479706
 0.691,0.250015,0.000000,0.465468
 0.692,0.250015,0.000000,0.451695
 0.693,0.250014,0.000000,0.438372
 0.694,0.250014,0.000000,0.425482
