Time(s),Length(m),[Calcium],Force(N)
 1.264,0.248001,1.000000,60.832849
 1.266,0.247945,1.000000,60.819312
 1.268,0.247889,1.000000,60.805632
 1.270,0.247833,1.000000,60.791810
 1.272,0.247777,1.000000,60.777843
 1.274,0.247721,1.000000,60.763731
 1.276,0.247665,1.000000,60.749472
 1.278,0.247609,1.000000,60.735066
 1.280,0.247552,1.000000,60.720511
 1.282,0.247496,1.000000,60.705806
 1.284,0.247440,1.000000,60.690952
 1.286,0.247384,1.000000,60.675946
 1.288,0.247328,1.000000,60.660788
 1.290,0.247272,1.000000,60.645479
 1.292,0.247216,1.000000,60.630016
 1.294,0.247160,1.000000,60.614399
 1.296,0.247104,1.000000,60.598628
 1.298,0.247048,1.000000,60.582703
 1.300,0.246992,1.000000,60.566622
 1.302,0.246936,1.000000,60.550386
 1.304,0.246880,1.000000,60.533994
 1.306,0.246824,1.000000,60.517446
 1.308,0.246767,1.000000,60.500741
 1.310,0.246711,1.000000,60.483879
 1.312,0.246655,1.000000,60.466860
 1.314,0.246599,1.000000,60.449683
 1.316,0.246543,1.000000,60.432348
 1.318,0.246487,1.000000,60.414855
 1.320,0.246431,1.000000,60.397204
 1.322,0.246375,1.000000,60.379394
 1.324,0.246318,1.000000,60.361426
 1.326,0.246262,1.000000,60.343298
 1.328,0.246206,1.000000,60.325012
 1.330,0.246150,1.000000,60.306565
 1.332,0.246094,1.000000,60.287960
 1.334,0.246038,1.000000,60.269195
 1.336,0.245981,1.000000,60.250270
 1.338,0.245925,1.000000,60.231185
 1.340,0.245869,1.000000,60.211940
 1.342,0.245813,1.000000,60.192535
 1.344,0.245757,1.000000,60.172970
 1.346,0.245701,1.000000,60.153244
 1.348,0.245644,1.000000,60.133358
 1.350,0.245588,1.000000,60.113311
 1.352,0.245532,1.000000,60.093104
 1.354,0.245476,1.000000,60.073122
 1.356,0.245419,1.000000,60.053052
 1.358,0.245363,1.000000,60.032840
 1.360,0.245307,1.000000,60.012487
