0.337377,-0.0140342,-0.081,0,0,0
0,0,0,0,0,0.025
0,1,0,0,0.01,0.025
0,2,0,0,0.02,0.025
0,3,0,0,0.03,0.025
0,4,0,0,0.04,0.025
0,5,0,0,0.05,0.025
0,6,0,0,0.06,0.025
0,7,0,0,0.0653,0.025
0,8,-0.00993614,-6.74711e-07,0.0664283,0.025
0,9,-0.0198723,-1.34942e-06,0.0675566,0.025
0,10,-0.0298084,-2.02413e-06,0.0686849,0.025
0,11,-0.0397446,-2.69884e-06,0.0698131,0.025
0,12,-0.0496807,-3.37356e-06,0.0709414,0.025
0,13,-0.0596169,-4.04827e-06,0.0720697,0.025
0,14,-0.069553,-4.72298e-06,0.073198,0.025
0,15,-0.0794892,-5.39769e-06,0.0743263,0.025
0,16,-0.0894253,-6.0724e-06,0.0754546,0.025
0,17,-0.0993614,-6.74711e-06,0.0765828,0.025
0,18,-0.109298,-7.42182e-06,0.0777111,0.025
0,19,-0.119234,-8.09653e-06,0.0788394,0.025
0,20,-0.12917,-8.77124e-06,0.0799677,0.025
0,21,-0.12708,-8.62933e-06,0.0797304,0.025
0,22,-0.125951,-8.54906e-06,0.0896665,0.025
0,23,-0.124823,-8.46879e-06,0.0996026,0.025
0,24,-0.123694,-8.38852e-06,0.109539,0.025
0,25,-0.123544,-8.37786e-06,0.110858,0.025
0,26,-0.113554,-7.71651e-06,0.110414,0.025
0,27,-0.103564,-7.05516e-06,0.109969,0.025
0,28,-0.0935739,-6.39381e-06,0.109524,0.025
0,29,-0.0835837,-5.73245e-06,0.10908,0.025
0,30,-0.0735936,-5.0711e-06,0.108635,0.025
0,31,-0.0636035,-4.40975e-06,0.108191,0.025
0,32,-0.0536134,-3.7484e-06,0.107746,0.025
0,33,-0.0436233,-3.08705e-06,0.107302,0.025
0,34,-0.0336332,-2.42569e-06,0.106857,0.025
0,35,-0.0236431,-1.76434e-06,0.106412,0.025
0,36,-0.013653,-1.10299e-06,0.105968,0.025
0,37,-0.00366284,-4.41636e-07,0.105523,0.025
0,38,-0.00289514,-3.90814e-07,0.105489,0.025
0,39,0.00710453,2.58171e-07,0.105571,0.025
0,40,0.0171042,9.07155e-07,0.105653,0.025
0,41,0.0271039,1.55614e-06,0.105735,0.025
0,42,0.0371035,2.20512e-06,0.105817,0.025
0,43,0.0471032,2.85411e-06,0.105898,0.025
0,44,0.0571028,3.50309e-06,0.10598,0.025
0,45,0.063597,3.92456e-06,0.106033,0.025
0,46,0.0727968,3.43354e-05,0.102114,0.025
0,47,0.0819966,6.47462e-05,0.0981943,0.025
0,48,0.0911964,9.5157e-05,0.0942747,0.025
0,49,0.100396,0.000125568,0.0903552,0.025
0,50,0.109596,0.000155979,0.0864357,0.025
0,51,0.118796,0.000186389,0.0825161,0.025
0,52,0.127996,0.0002168,0.0785966,0.0225348
0,53,0.137195,0.000247211,0.0746771,0.0125348
0,54,0.146395,0.000277622,0.0707576,0.00253482
1,0,0,0,0,0.025
1,1,0,0,0.01,0.025
1,2,0,0,0.02,0.025
1,3,0,0,0.03,0.025
1,4,0,0,0.04,0.025
1,5,0,0,0.05,0.025
1,6,0,0,0.06,0.025
1,7,0,0,0.0653,0.025
1,8,-0.00983792,-4.94575e-06,0.0670931,0.025
1,9,-0.0196758,-9.8915e-06,0.0688862,0.025
1,10,-0.0295138,-1.48373e-05,0.0706793,0.025
1,11,-0.0393517,-1.9783e-05,0.0724724,0.025
1,12,-0.0491896,-2.47288e-05,0.0742655,0.025
1,13,-0.0590275,-2.96745e-05,0.0760586,0.025
1,14,-0.0688655,-3.46203e-05,0.0778517,0.025
1,15,-0.0787034,-3.9566e-05,0.0796448,0.025
1,16,-0.0885413,-4.45118e-05,0.0814379,0.025
1,17,-0.0983792,-4.94575e-05,0.083231,0.025
1,18,-0.108217,-5.44033e-05,0.0850241,0.025
1,19,-0.118055,-5.9349e-05,0.0868172,0.025
1,20,-0.127893,-6.42948e-05,0.0886104,0.025
1,21,-0.125981,-6.33336e-05,0.0882619,0.025
1,22,-0.124187,-6.2431e-05,0.0980997,0.025
1,23,-0.122394,-6.15285e-05,0.107938,0.025
1,24,-0.1206,-6.06259e-05,0.117775,0.025
1,25,-0.120355,-6.05025e-05,0.11912,0.025
1,26,-0.110392,-5.55175e-05,0.118263,0.025
1,27,-0.100428,-5.05324e-05,0.117405,0.025
1,28,-0.0904653,-4.55473e-05,0.116548,0.025
1,29,-0.0805022,-4.05623e-05,0.11569,0.025
1,30,-0.070539,-3.55772e-05,0.114833,0.025
1,31,-0.0605758,-3.05922e-05,0.113975,0.025
1,32,-0.0506127,-2.56071e-05,0.113118,0.025
1,33,-0.0406495,-2.0622e-05,0.11226,0.025
1,34,-0.0306863,-1.5637e-05,0.111403,0.025
1,35,-0.0207232,-1.06519e-05,0.110545,0.025
1,36,-0.01076,-5.66685e-06,0.109688,0.025
1,37,-0.00079684,-6.81786e-07,0.10883,0.025
1,38,0.000156179,-2.04946e-07,0.108748,0.025
1,39,0.0101561,4.77618e-06,0.108792,0.025
1,40,0.020156,9.7573e-06,0.108836,0.025
1,41,0.0301559,1.47384e-05,0.10888,0.025
1,42,0.0401558,1.97196e-05,0.108923,0.025
1,43,0.0501557,2.47007e-05,0.108967,0.025
1,44,0.0601556,2.96818e-05,0.109011,0.025
1,45,0.0667532,3.29682e-05,0.10904,0.025
1,46,0.075938,5.16133e-05,0.105085,0.025
1,47,0.0851229,7.02583e-05,0.101131,0.025
1,48,0.0943078,8.89034e-05,0.0971763,0.025
1,49,0.103493,0.000107549,0.0932218,0.025
1,50,0.112677,0.000126194,0.0892673,0.025
1,51,0.121862,0.000144839,0.0853128,0.025
1,52,0.131047,0.000163484,0.0813583,0.02268
1,53,0.140232,0.000182129,0.0774038,0.01268
1,54,0.149417,0.000200774,0.0734493,0.00267999
2,0,0,0,0,0.025
2,1,0,0,0.01,0.025
2,2,0,0,0.02,0.025
2,3,0,0,0.03,0.025
2,4,0,0,0.04,0.025
2,5,0,0,0.05,0.025
