0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000117413,-0.00194481,-0.00575179,-0.0110364,-0.0142335,-0.0106729,-0.00203257,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000964915,-0.00676074,-0.0182263,-0.0302582,-0.0315241,-0.00994778,0.0233489,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.04945e-05,-0.0034746,-0.0167739,-0.0415612,-0.0607205,-0.0492554,0.0151751,0.0993436,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000608522,-0.00895802,-0.0332514,-0.07517,-0.0969934,-0.057247,0.0745153,0.231136,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000161551,-0.00233833,-0.0179789,-0.0544654,-0.111167,-0.127139,-0.0498065,0.151733,0.375658,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.44322e-05,-0.00112918,-0.00716676,-0.0316708,-0.0784486,-0.140214,-0.140779,-0.0303977,0.212227,0.465515,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000419093,-0.0037323,-0.0160427,-0.0488504,-0.0998131,-0.152555,-0.129124,0.00281187,0.248984,0.486018,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00202046,-0.0103882,-0.0321709,-0.0723501,-0.119707,-0.1506,-0.100762,0.0387323,0.257108,0.444672,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000255102,-0.00667579,-0.0244987,-0.0595496,-0.105142,-0.139159,-0.13776,-0.0590567,0.0853609,0.271006,0.407605,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00121212,-0.0151035,-0.0464181,-0.0971967,-0.145685,-0.159658,-0.122896,-0.019,0.126632,0.280248,0.371441,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00348755,-0.027084,-0.0748202,-0.14188,-0.189342,-0.178431,-0.105818,0.0212322,0.161973,0.284414,0.334832,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00775966,-0.0414105,-0.105762,-0.186486,-0.228507,-0.191911,-0.0883357,0.0591218,0.185955,0.274914,0.285996,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000574332,-0.0143947,-0.0566381,-0.132962,-0.217563,-0.247003,-0.186861,-0.0633964,0.0940854,0.198885,0.25656,0.235539,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000597692,-0.00389913,-0.0270408,-0.0789136,-0.161769,-0.238642,-0.248135,-0.166761,-0.0348973,0.118171,0.19792,0.225028,0.182299,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000582575,-0.00399408,-0.0157829,-0.0541985,-0.118386,-0.199164,-0.25269,-0.23033,-0.130793,-0.00173012,0.129406,0.18235,0.182027,0.129338,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000201783,-0.00320102,-0.0142989,-0.042931,-0.101349,-0.175,-0.23838,-0.251379,-0.190408,-0.0811869,0.0329087,0.128333,0.157274,0.137761,0.0852082,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00175959,-0.0116522,-0.0390062,-0.0931149,-0.170243,-0.206457,-0.173224,-0.0481204,0.104198,0.187052,0.19395,0.173703,0.123933,0.0945807,0.0488599,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006605,-0.030313,-0.0866313,-0.179073,-0.275893,-0.221235,0.000887184,0.379558,0.666946,0.664041,0.448103,0.23285,0.0796399,0.0620017,0.0256278,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000682945,-0.0167811,-0.0607215,-0.177133,-0.371854,-0.591826,-0.500745,-0.0197445,0.82472,1.42028,1.38651,0.815027,0.308073,0.0161047,0.0360751,0.0103176,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000268094,-0.00423743,-0.0361776,-0.105393,-0.303163,-0.646137,-1.08171,-1.07562,-0.402359,0.920102,1.86342,1.88664,0.994129,0.271206,-0.06847,0.019742,0.00326589,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000216044,-0.00363351,-0.0188996,-0.0756017,-0.172244,-0.452063,-0.958123,-1.67412,-1.95586,-1.33919,0.204147,1.39101,1.6461,0.719415,0.0524667,-0.153437,0.00858173,0.000334945,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00252503,-0.0162495,-0.0569171,-0.14754,-0.265566,-0.566412,-1.11474,-1.95447,-2.51239,-2.16147,-0.815067,0.338188,0.847852,0.193937,-0.188654,-0.185641,0.00289199,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225655,0.00106831,0.00509173,0.0349331,0.0660331,0.0721096,-0.00862086,-0.166476,-0.472631,-0.938043,-1.63401,-2.18987,-2.09195,-1.2184,-0.373298,0.173551,-0.13903,-0.256738,-0.147764,0.000423212,0,
