0.0102265,-3.05876,3.05773,0.439741,-0,0,0,0,0,0,0,0,0
0.0102265,-3.05883,3.05773,0.439741,-0,0,0,0,0,0,0.438,0.0632912,0.0724352
0.0102265,-3.059,3.05773,0.439741,-0,0,0,0,0,0,0.438,0.0632912,0.0724352
0.0102265,-3.05918,3.05773,0.439741,-0,0,0,0,0,0,0.438,0.0632912,0.0724352
0.0102265,-3.05935,3.05773,0.439741,-0,0,0,0,0,0,0.438,0.0632912,0.0724352
0.0102265,-3.0595,3.05773,0.439741,-0,0,0,0,0,0,0.438,0.0632912,0.0724352
0.0102265,-3.05963,3.05773,0.439741,-0,0,0,0,0,0,0.438,0.0632912,0.0724352
0.0102265,-3.05966,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.05968,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.0597,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.05972,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.05974,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.05975,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.05838,3.05773,0.439741,-0.00511327,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.05991,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.05991,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.05991,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.0599,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.0599,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0725094
0.0102265,-3.0599,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0725094
0.0102265,-3.0599,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.0599,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.06137,3.05773,0.455081,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.06122,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
0.0102265,-3.06108,3.05773,0.439741,-0,0,0,0,0,0,0.439,0.0632912,0.0724352
