Sample,FX,FY,FZ,MX,MY,MZ
404,-0.038523,0.027559,0.679439,0.040077,-0.069889,0.013510
405,-0.039235,0.028061,0.680833,0.038571,-0.069302,0.011626
406,-0.039657,0.028853,0.681735,0.037758,-0.068779,0.009220
407,-0.039375,0.029327,0.681973,0.037894,-0.068859,0.007537
408,-0.039031,0.029541,0.681863,0.039183,-0.070012,0.007716
409,-0.038763,0.029642,0.682090,0.040893,-0.072079,0.009062
410,-0.038281,0.029483,0.683290,0.041583,-0.074152,0.009646
411,-0.038110,0.029146,0.685272,0.040715,-0.075306,0.008916
412,-0.038854,0.028950,0.687117,0.039246,-0.075265,0.007921
413,-0.039731,0.028696,0.688273,0.038102,-0.074218,0.007354
414,-0.039476,0.027855,0.688852,0.037285,-0.072751,0.007306
415,-0.038001,0.026608,0.689213,0.036719,-0.071949,0.008029
416,-0.036166,0.025806,0.689935,0.036361,-0.072377,0.009162
417,-0.034943,0.025750,0.691501,0.035790,-0.073005,0.009380
418,-0.035253,0.026034,0.693393,0.035193,-0.072510,0.008323
419,-0.037467,0.026691,0.694257,0.035781,-0.071476,0.007539
420,-0.040413,0.027916,0.693651,0.037767,-0.071464,0.008135
421,-0.041858,0.029032,0.692814,0.039372,-0.072469,0.009088
422,-0.041040,0.029252,0.693046,0.039237,-0.073422,0.009156
423,-0.039692,0.028652,0.694411,0.038255,-0.074099,0.008545
424,-0.039597,0.027579,0.696487,0.037779,-0.074746,0.007783
425,-0.040602,0.026284,0.698953,0.037613,-0.074985,0.006699
426,-0.041651,0.025414,0.701066,0.037075,-0.074360,0.005228
427,-0.042060,0.025551,0.701907,0.036651,-0.073278,0.004161
428,-0.041334,0.025952,0.701692,0.036962,-0.072436,0.004205
429,-0.039233,0.025020,0.701900,0.037256,-0.071857,0.004809
430,-0.036596,0.022631,0.703487,0.036664,-0.071459,0.005084
431,-0.035198,0.020702,0.705620,0.035881,-0.071680,0.005067
432,-0.035927,0.020694,0.706908,0.035860,-0.072424,0.004786
433,-0.037747,0.021989,0.707114,0.036247,-0.072730,0.003785
434,-0.039320,0.023405,0.706701,0.036605,-0.072562,0.002779
435,-0.040396,0.024582,0.705843,0.037319,-0.073237,0.003445
436,-0.040891,0.025225,0.705168,0.038247,-0.075274,0.005753
437,-0.040515,0.024852,0.705954,0.038427,-0.077509,0.007693
438,-0.039959,0.023978,0.708198,0.037791,-0.078755,0.007996
439,-0.040590,0.023839,0.709903,0.037352,-0.078897,0.007132
440,-0.042358,0.024526,0.709520,0.037245,-0.078191,0.005657
441,-0.043650,0.024966,0.707703,0.036625,-0.076865,0.003861
442,-0.043545,0.024715,0.706005,0.035598,-0.075778,0.002723
443,-0.042537,0.024161,0.705469,0.034947,-0.075935,0.002881
444,-0.041278,0.023224,0.706549,0.034288,-0.076832,0.003127
445,-0.040377,0.021493,0.708738,0.032735,-0.076890,0.001985
446,-0.040746,0.019613,0.710405,0.030868,-0.075669,0.000025
447,-0.042550,0.019012,0.710210,0.030135,-0.074224,-0.001151
448,-0.044488,0.020154,0.708614,0.030692,-0.073592,-0.001229
449,-0.045231,0.022079,0.707263,0.031382,-0.074129,-0.000844
450,-0.045026,0.023539,0.707028,0.031635,-0.075760,-0.000033
451,-0.044932,0.023890,0.707488,0.031802,-0.077571,0.001183
452,-0.045017,0.023047,0.708058,0.031783,-0.077898,0.001825
453,-0.044653,0.021557,0.708361,0.031248,-0.076215,0.001426
454,-0.044022,0.020766,0.707747,0.030777,-0.074094,0.001129
455,-0.043856,0.021620,0.705984,0.030950,-0.073349,0.001782
456,-0.044235,0.023351,0.704027,0.031373,-0.074442,0.002673
457,-0.044699,0.024442,0.703048,0.031662,-0.076846,0.003212
458,-0.044944,0.024274,0.703337,0.031985,-0.079296,0.003994
459,-0.044992,0.023120,0.704472,0.032080,-0.079807,0.005206
460,-0.044924,0.021463,0.705770,0.030948,-0.077154,0.005587
461,-0.044724,0.020024,0.706461,0.028491,-0.072633,0.004259
462,-0.044576,0.019487,0.706037,0.026400,-0.069226,0.002328
463,-0.044664,0.019550,0.704841,0.026001,-0.068606,0.001084
464,-0.044635,0.019196,0.703905,0.026552,-0.069837,0.000272
465,-0.044425,0.018205,0.703680,0.026987,-0.071114,-0.000412
466,-0.044774,0.017302,0.703507,0.027322,-0.071547,-0.000449
467,-0.045654,0.016904,0.702819,0.027418,-0.071259,0.000019
468,-0.045952,0.016805,0.701912,0.026786,-0.071114,0.000033
469,-0.045369,0.016943,0.701154,0.026026,-0.072278,-0.000585
470,-0.044599,0.017367,0.700611,0.026197,-0.074887,-0.001131
471,-0.043719,0.017382,0.700717,0.026956,-0.077300,-0.001441
472,-0.042293,0.016146,0.701992,0.027104,-0.077661,-0.001955
473,-0.040903,0.014276,0.703709,0.026421,-0.075942,-0.002506
474,-0.040876,0.013460,0.704294,0.025540,-0.073665,-0.002637
475,-0.042217,0.014413,0.703405,0.024622,-0.072192,-0.002803
476,-0.043529,0.016239,0.702131,0.023754,-0.072025,-0.003596
477,-0.044252,0.017734,0.701255,0.023937,-0.073157,-0.004495
478,-0.044859,0.018258,0.700912,0.025568,-0.074979,-0.004768
479,-0.044991,0.017367,0.701386,0.026868,-0.076069,-0.004582
480,-0.043875,0.015211,0.702523,0.026062,-0.075378,-0.004258
481,-0.042126,0.013288,0.703072,0.023940,-0.073652,-0.003509
482,-0.041157,0.013051,0.702291,0.022436,-0.072544,-0.002374
483,-0.041326,0.013882,0.701372,0.022150,-0.072570,-0.001685
484,-0.041878,0.014041,0.701645,0.022688,-0.073015,-0.001850
485,-0.042249,0.013276,0.702588,0.023743,-0.073389,-0.002375
486,-0.042385,0.012827,0.703155,0.024623,-0.073624,-0.002906
487,-0.042098,0.013207,0.703394,0.024112,-0.073326,-0.003629
488,-0.041383,0.013812,0.703565,0.022105,-0.072474,-0.004439
489,-0.041105,0.014477,0.703452,0.020447,-0.072093,-0.004803
490,-0.041870,0.015442,0.703144,0.020786,-0.072733,-0.004769
491,-0.042609,0.016112,0.703050,0.022503,-0.073575,-0.004987
492,-0.041805,0.015847,0.703101,0.024063,-0.073939,-0.005456
493,-0.039757,0.015119,0.702858,0.025002,-0.074079,-0.005402
494,-0.038316,0.014568,0.702315,0.025261,-0.074140,-0.004769
495,-0.038509,0.014343,0.702037,0.024472,-0.073874,-0.004740
496,-0.039827,0.014915,0.702209,0.023223,-0.073473,-0.006130
497,-0.041457,0.016568,0.702262,0.022935,-0.073408,-0.008068
498,-0.042484,0.017894,0.701964,0.023579,-0.073542,-0.009015
499,-0.041796,0.017085,0.701710,0.023649,-0.073467,-0.008512
500,-0.039620,0.014841,0.701470,0.022646,-0.073246,-0.007234
501,-0.037989,0.013649,0.700788,0.021385,-0.073015,-0.006107
502,-0.038296,0.014460,0.699836,0.020232,-0.072515,-0.006089
503,-0.039769,0.016063,0.699201,0.019227,-0.071648,-0.007529
504,-0.041134,0.017036,0.698753,0.019173,-0.071134,-0.009216
505,-0.041812,0.016808,0.698049,0.020663,-0.071793,-0.009478
506,-0.041287,0.015504,0.697513,0.022828,-0.073179,-0.008185
507,-0.039487,0.013835,0.697816,0.024092,-0.074062,-0.006595
508,-0.037614,0.012843,0.698586,0.023784,-0.074234,-0.005729
509,-0.037165,0.013108,0.698959,0.022548,-0.074430,-0.005851
510,-0.038277,0.014042,0.698793,0.021246,-0.074779,-0.006925
511,-0.039780,0.014546,0.698352,0.020362,-0.074882,-0.008396
512,-0.040664,0.014459,0.697681,0.020220,-0.074865,-0.009044
513,-0.040521,0.014246,0.697148,0.020462,-0.074913,-0.008238
514,-0.039056,0.013820,0.697445,0.019931,-0.074658,-0.006935
515,-0.036869,0.013175,0.698488,0.018184,-0.074010,-0.006605
516,-0.035993,0.013164,0.699324,0.016527,-0.073474,-0.007634
517,-0.037725,0.014149,0.699306,0.016544,-0.073218,-0.009417
518,-0.040560,0.015052,0.698752,0.018073,-0.072919,-0.011099
519,-0.041890,0.014921,0.698305,0.019899,-0.072658,-0.011490
520,-0.041133,0.014243,0.698093,0.021459,-0.072935,-0.009672
521,-0.039796,0.013730,0.698053,0.022239,-0.073564,-0.006561
522,-0.039420,0.013337,0.698336,0.021291,-0.073720,-0.004569
523,-0.040682,0.013328,0.698540,0.019152,-0.073346,-0.005127
524,-0.043269,0.014274,0.697831,0.017958,-0.073013,-0.007250
525,-0.045582,0.015457,0.696498,0.018494,-0.072643,-0.008962
526,-0.045654,0.015457,0.695844,0.019347,-0.071895,-0.009439
527,-0.043298,0.014203,0.696399,0.019405,-0.071191,-0.009004
528,-0.040461,0.012720,0.697577,0.019053,-0.071168,-0.008045
529,-0.038996,0.011583,0.698745,0.018716,-0.071666,-0.007144
530,-0.039253,0.010916,0.699533,0.018258,-0.071968,-0.007239
531,-0.040813,0.011074,0.699493,0.017963,-0.071850,-0.008391
532,-0.043008,0.012039,0.698299,0.018322,-0.071832,-0.009353
533,-0.044642,0.012829,0.696429,0.018870,-0.072289,-0.009267
534,-0.044620,0.012653,0.695141,0.018775,-0.073044,-0.008526
535,-0.043293,0.012143,0.695194,0.018344,-0.073995,-0.007668
536,-0.042219,0.012472,0.696197,0.018433,-0.075056,-0.007005
537,-0.042178,0.013537,0.697547,0.018740,-0.075493,-0.007383
538,-0.042652,0.014202,0.698717,0.018368,-0.074636,-0.009493
539,-0.043164,0.014334,0.698897,0.017624,-0.073081,-0.012130
540,-0.043519,0.014760,0.697960,0.017473,-0.072035,-0.012882
541,-0.043312,0.015350,0.697109,0.017792,-0.071700,-0.011015
542,-0.042724,0.015375,0.697377,0.017856,-0.071446,-0.008296
543,-0.042993,0.015075,0.698311,0.017786,-0.071318,-0.006750
544,-0.044753,0.014996,0.698736,0.018190,-0.071823,-0.006892
545,-0.046641,0.014835,0.698018,0.019043,-0.072524,-0.008092
546,-0.046872,0.014342,0.696198,0.019856,-0.072755,-0.009260
547,-0.045501,0.014318,0.693768,0.020520,-0.073063,-0.009238
548,-0.043831,0.015389,0.691934,0.021010,-0.074165,-0.007761
549,-0.042646,0.016675,0.691985,0.020890,-0.075419,-0.005973
550,-0.042401,0.017091,0.693663,0.020224,-0.075731,-0.005261
551,-0.043789,0.016951,0.695237,0.019936,-0.075082,-0.005802
552,-0.046392,0.017045,0.695382,0.020400,-0.074256,-0.006771
553,-0.047903,0.017334,0.694079,0.020759,-0.073790,-0.007398
554,-0.046670,0.017548,0.692251,0.020299,-0.073892,-0.007141
555,-0.043999,0.017851,0.691170,0.019510,-0.074625,-0.005569
556,-0.042200,0.018204,0.691568,0.019059,-0.075473,-0.003298
557,-0.041798,0.018333,0.692960,0.018850,-0.075556,-0.002264
558,-0.042065,0.018599,0.693940,0.018813,-0.074801,-0.003592
559,-0.042407,0.019604,0.693472,0.019269,-0.074112,-0.006013
560,-0.042240,0.020926,0.692077,0.019826,-0.074176,-0.007727
561,-0.041004,0.021495,0.691179,0.019487,-0.074796,-0.008637
562,-0.039126,0.021194,0.691429,0.018396,-0.075430,-0.009415
563,-0.038063,0.020946,0.692517,0.017840,-0.075813,-0.009922
564,-0.038519,0.021245,0.693997,0.018107,-0.075803,-0.010086
565,-0.039491,0.021710,0.695470,0.017932,-0.075153,-0.010567
566,-0.039963,0.022130,0.696350,0.016700,-0.074092,-0.011289
567,-0.040166,0.022754,0.696061,0.015654,-0.073580,-0.011105
568,-0.040482,0.023412,0.694796,0.015982,-0.074089,-0.009686
569,-0.040734,0.023541,0.693717,0.017322,-0.074896,-0.008123
570,-0.040983,0.023101,0.693634,0.018785,-0.075200,-0.007205
571,-0.041398,0.022610,0.694031,0.019812,-0.074948,-0.006769
572,-0.041388,0.022437,0.693957,0.020026,-0.074389,-0.006797
573,-0.040446,0.022658,0.692947,0.019603,-0.074024,-0.007281
574,-0.039188,0.023387,0.691146,0.019473,-0.074787,-0.007242
575,-0.038449,0.024603,0.689524,0.020201,-0.076984,-0.005899
576,-0.038445,0.025623,0.689364,0.021016,-0.079399,-0.004414
577,-0.039150,0.025707,0.690768,0.020757,-0.080319,-0.004504
578,-0.040389,0.025224,0.692303,0.019511,-0.079378,-0.005986
579,-0.041506,0.025124,0.692641,0.018300,-0.077769,-0.007429
580,-0.041593,0.025434,0.691929,0.017482,-0.076536,-0.008161
581,-0.040473,0.025434,0.691198,0.016770,-0.075861,-0.008219
582,-0.039320,0.024937,0.691026,0.016405,-0.076010,-0.007540
583,-0.039222,0.024170,0.691306,0.016728,-0.077114,-0.006461
584,-0.039538,0.023060,0.691934,0.017057,-0.078208,-0.006129
585,-0.039138,0.021853,0.692889,0.016696,-0.078047,-0.007216
586,-0.038307,0.021683,0.693755,0.016336,-0.076734,-0.008798
587,-0.038017,0.023324,0.694104,0.016829,-0.075567,-0.009611
588,-0.038314,0.025885,0.694161,0.017647,-0.075385,-0.009619
589,-0.038592,0.027616,0.694312,0.018055,-0.075966,-0.009272
590,-0.038686,0.027594,0.694562,0.018454,-0.076683,-0.008411
591,-0.038801,0.026142,0.694909,0.019118,-0.076805,-0.007145
592,-0.038957,0.024386,0.695211,0.019094,-0.075815,-0.006619
593,-0.039108,0.023717,0.694724,0.017975,-0.074394,-0.007407
594,-0.039376,0.024768,0.692877,0.017333,-0.074343,-0.008153
595,-0.039743,0.026675,0.690464,0.018731,-0.076469,-0.007385
596,-0.039880,0.027892,0.689224,0.021366,-0.079307,-0.005597
597,-0.039710,0.027785,0.689916,0.023265,-0.080997,-0.004120
598,-0.039372,0.026943,0.691587,0.023533,-0.081174,-0.003373
599,-0.038511,0.026110,0.692972,0.022258,-0.080227,-0.003435
600,-0.036992,0.025748,0.693555,0.020056,-0.078521,-0.004510
601,-0.035972,0.026325,0.693211,0.018408,-0.077010,-0.005949
602,-0.036577,0.027834,0.692112,0.018567,-0.076948,-0.006756
603,-0.037889,0.029211,0.691193,0.019847,-0.078207,-0.007283
604,-0.037918,0.029250,0.691575,0.020332,-0.079129,-0.008568
605,-0.036281,0.028029,0.693103,0.019402,-0.078660,-0.010162
606,-0.034426,0.026934,0.694225,0.018238,-0.077309,-0.010632
607,-0.033573,0.027170,0.693739,0.017686,-0.075845,-0.009918
608,-0.033637,0.028488,0.691991,0.017372,-0.074835,-0.009124
609,-0.033957,0.029736,0.690012,0.017325,-0.075165,-0.008560
610,-0.034168,0.030285,0.688435,0.018248,-0.077017,-0.007834
611,-0.034207,0.030269,0.687533,0.019679,-0.078876,-0.007147
612,-0.034251,0.030181,0.687136,0.020235,-0.079226,-0.006873
613,-0.034779,0.030899,0.686458,0.019917,-0.078539,-0.006599
614,-0.035868,0.032886,0.685006,0.020016,-0.078275,-0.005956
615,-0.036597,0.035247,0.683357,0.020966,-0.078889,-0.005365
616,-0.036010,0.036763,0.682449,0.022159,-0.080006,-0.004981
617,-0.034262,0.037163,0.682634,0.023193,-0.081236,-0.004252
618,-0.032111,0.036670,0.683663,0.023644,-0.081846,-0.003147
619,-0.029847,0.035568,0.685014,0.022709,-0.080992,-0.002639
620,-0.027653,0.034805,0.685869,0.020559,-0.079014,-0.003321
621,-0.026420,0.035655,0.685290,0.018998,-0.077632,-0.004327
622,-0.026832,0.037938,0.683337,0.019390,-0.078116,-0.004632
623,-0.028076,0.039701,0.681476,0.020975,-0.079738,-0.004549
624,-0.028910,0.039417,0.680961,0.022295,-0.080931,-0.004528
625,-0.029269,0.037601,0.681602,0.022732,-0.081085,-0.004004
626,-0.029520,0.035855,0.682560,0.021891,-0.080333,-0.003002
627,-0.029411,0.035246,0.683247,0.019673,-0.079041,-0.002824
628,-0.028988,0.035875,0.683214,0.017450,-0.078126,-0.003814
629,-0.029017,0.037293,0.682226,0.017173,-0.078554,-0.004769
630,-0.029549,0.038833,0.680678,0.019032,-0.079987,-0.005118
631,-0.029513,0.039847,0.679198,0.021351,-0.081081,-0.005284
632,-0.028553,0.040282,0.677727,0.022777,-0.081453,-0.005023
633,-0.027911,0.040730,0.675816,0.023224,-0.081737,-0.003822
634,-0.028520,0.041431,0.673921,0.022724,-0.081769,-0.002675
635,-0.029593,0.041932,0.673236,0.021349,-0.080805,-0.003248
636,-0.029980,0.041965,0.673906,0.020306,-0.079406,-0.005202
637,-0.029331,0.041783,0.674777,0.020880,-0.079088,-0.006356
638,-0.027686,0.041407,0.675102,0.022428,-0.080006,-0.005599
639,-0.025435,0.040566,0.675159,0.023162,-0.080766,-0.003744
640,-0.023642,0.039774,0.675180,0.022582,-0.080711,-0.001842
641,-0.023354,0.040192,0.674915,0.021799,-0.080540,-0.000610
642,-0.024413,0.041848,0.674273,0.021621,-0.080595,-0.000811
643,-0.025595,0.043409,0.673272,0.021777,-0.080666,-0.002346
644,-0.025985,0.044047,0.671732,0.022118,-0.081112,-0.003656
645,-0.025473,0.044028,0.670038,0.022783,-0.082135,-0.003343
646,-0.024187,0.043619,0.669342,0.022993,-0.082793,-0.001858
647,-0.022616,0.043008,0.670086,0.021788,-0.082313,-0.000789
648,-0.022007,0.042912,0.671187,0.020167,-0.081225,-0.000947
649,-0.023250,0.043868,0.671399,0.020202,-0.080339,-0.002108
650,-0.025441,0.045154,0.670739,0.022219,-0.079846,-0.003850
651,-0.026786,0.045497,0.670022,0.024866,-0.079856,-0.005207
652,-0.026712,0.044853,0.669658,0.026970,-0.080513,-0.004720
653,-0.025870,0.044232,0.669613,0.027515,-0.081343,-0.002459
654,-0.024588,0.044069,0.669933,0.025597,-0.081600,-0.000620
655,-0.022883,0.044266,0.670455,0.022220,-0.081315,-0.000756
656,-0.021293,0.044900,0.670560,0.020233,-0.081112,-0.001878
657,-0.020173,0.045744,0.669970,0.021122,-0.081129,-0.002288
658,-0.019025,0.046108,0.669247,0.023569,-0.081075,-0.001728
659,-0.017663,0.045849,0.668803,0.025777,-0.081210,-0.000977
660,-0.017070,0.045779,0.668336,0.027175,-0.082024,-0.000571
661,-0.018002,0.046405,0.667922,0.027287,-0.083067,-0.000770
662,-0.019739,0.047134,0.668162,0.025651,-0.083389,-0.001859
663,-0.021228,0.047429,0.668671,0.023433,-0.082858,-0.003359
664,-0.022054,0.047499,0.668196,0.022497,-0.082090,-0.003793
665,-0.021561,0.047421,0.666702,0.022969,-0.081554,-0.002330
666,-0.019021,0.046967,0.665571,0.023626,-0.081348,0.000238
667,-0.015336,0.046552,0.665517,0.023780,-0.081538,0.002514
668,-0.012832,0.047193,0.665993,0.023542,-0.082099,0.003435
669,-0.012879,0.049156,0.666453,0.023241,-0.082501,0.002561
670,-0.014665,0.051406,0.666637,0.023396,-0.082262,0.000650
671,-0.016376,0.052849,0.666112,0.024495,-0.081985,-0.000505
672,-0.016780,0.053333,0.664710,0.025993,-0.082597,0.000142
673,-0.015761,0.053084,0.663128,0.026289,-0.083714,0.001790
674,-0.014114,0.052415,0.662321,0.024716,-0.084310,0.002970
675,-0.013012,0.052259,0.662508,0.022970,-0.084462,0.003139
676,-0.013024,0.053407,0.663325,0.023430,-0.084734,0.002657
677,-0.013340,0.055157,0.664398,0.026162,-0.084854,0.001840
678,-0.012689,0.056364,0.665151,0.029023,-0.084619,0.001023
679,-0.011241,0.057303,0.664872,0.030553,-0.084775,0.001183
680,-0.010207,0.058670,0.663665,0.030922,-0.085637,0.002807
681,-0.009724,0.059876,0.662676,0.030432,-0.086238,0.004391
682,-0.009265,0.060287,0.662594,0.029175,-0.085799,0.003957
683,-0.009390,0.060677,0.662654,0.027999,-0.084730,0.001871
684,-0.010548,0.061771,0.661883,0.027826,-0.083743,0.000459
685,-0.011332,0.062930,0.660444,0.028211,-0.083197,0.001080
686,-0.010244,0.063463,0.659121,0.028441,-0.083471,0.003290
687,-0.007836,0.063613,0.658432,0.028884,-0.084881,0.006140
688,-0.005671,0.063631,0.658726,0.029500,-0.086895,0.008298
689,-0.004703,0.063399,0.660025,0.029321,-0.088085,0.008256
690,-0.005327,0.063303,0.661274,0.028373,-0.087420,0.006205
691,-0.007389,0.064156,0.660935,0.027863,-0.085465,0.004146
692,-0.009507,0.065880,0.658855,0.028287,-0.083733,0.003422
693,-0.009864,0.067350,0.656545,0.028687,-0.083159,0.003655
694,-0.008428,0.067919,0.655226,0.027996,-0.083731,0.004239
695,-0.006979,0.068116,0.654683,0.026548,-0.084838,0.005106
696,-0.006485,0.068530,0.654290,0.025497,-0.085476,0.005765
697,-0.006235,0.069069,0.653892,0.025445,-0.084991,0.005429
698,-0.005716,0.069686,0.653288,0.026413,-0.084046,0.004447
699,-0.005184,0.070619,0.652263,0.027938,-0.084025,0.004143
700,-0.004482,0.071459,0.651443,0.028996,-0.085288,0.004983
701,-0.003261,0.071401,0.651770,0.029101,-0.086865,0.006127
702,-0.002126,0.070598,0.653013,0.029017,-0.087838,0.006893
703,-0.002087,0.069972,0.653879,0.029501,-0.088005,0.007452
704,-0.003033,0.069973,0.653413,0.030113,-0.087359,0.008000
705,-0.003773,0.070470,0.651563,0.029993,-0.086211,0.008456
706,-0.003662,0.071433,0.648859,0.029301,-0.085677,0.008973
707,-0.003185,0.072824,0.646322,0.029001,-0.086626,0.009644
708,-0.002767,0.073927,0.645255,0.029255,-0.088226,0.009836
709,-0.002484,0.074071,0.646087,0.029317,-0.088866,0.009002
710,-0.002773,0.073818,0.647660,0.029078,-0.088148,0.007853
711,-0.003536,0.074014,0.648532,0.028986,-0.086869,0.007501
712,-0.003336,0.074390,0.648408,0.028689,-0.085744,0.007858
713,-0.001554,0.074313,0.647716,0.027784,-0.085084,0.008019
714,0.000238,0.073969,0.646832,0.027128,-0.085206,0.007887
715,0.000605,0.073727,0.646232,0.027467,-0.086035,0.008027
716,0.000036,0.073250,0.646491,0.027903,-0.086457,0.008130
717,-0.000422,0.072361,0.647491,0.027280,-0.085383,0.007463
718,-0.000652,0.071831,0.648118,0.025943,-0.083441,0.006511
719,-0.000759,0.072268,0.647515,0.025064,-0.082480,0.006357
720,-0.000215,0.073343,0.646242,0.025092,-0.083524,0.007114
721,0.000968,0.074706,0.645372,0.025658,-0.086143,0.008307
722,0.001597,0.076369,0.645078,0.026397,-0.089284,0.009854
723,0.001043,0.077914,0.644925,0.027074,-0.091471,0.011515
724,0.000210,0.078514,0.644796,0.027172,-0.091179,0.012333
725,0.000034,0.078111,0.644758,0.026349,-0.088485,0.011879
726,0.000433,0.077663,0.644698,0.025222,-0.085463,0.011049
727,0.001188,0.077879,0.644862,0.024716,-0.084078,0.010506
728,0.002376,0.078459,0.645884,0.025076,-0.084538,0.009908
729,0.003661,0.078748,0.647731,0.026193,-0.085953,0.009342
730,0.004614,0.078590,0.649467,0.027727,-0.087613,0.009466
731,0.005440,0.078338,0.650171,0.028640,-0.089048,0.010119
732,0.006286,0.078320,0.649594,0.027925,-0.089695,0.010465
733,0.006632,0.078775,0.648182,0.026081,-0.089586,0.010313
734,0.005928,0.079885,0.646636,0.024940,-0.089710,0.010243
735,0.004418,0.081118,0.645508,0.025492,-0.090625,0.010505
736,0.002967,0.081405,0.645110,0.026716,-0.091567,0.010703
737,0.002008,0.080617,0.645252,0.027292,-0.091824,0.010878
738,0.001468,0.079672,0.645368,0.027120,-0.091639,0.011608
739,0.001671,0.079106,0.645224,0.026583,-0.091225,0.012590
740,0.002758,0.078948,0.644921,0.026061,-0.090562,0.012763
741,0.003695,0.079398,0.644458,0.026376,-0.090250,0.012269
742,0.003364,0.080272,0.643955,0.028052,-0.090771,0.012373
743,0.002181,0.080666,0.643892,0.030114,-0.091226,0.013113
744,0.001529,0.080197,0.644582,0.030881,-0.090348,0.013168
745,0.001893,0.079544,0.645592,0.029877,-0.088514,0.012191
746,0.002680,0.079313,0.646076,0.027986,-0.087343,0.011061
747,0.003567,0.079444,0.645639,0.026075,-0.087488,0.009997
748,0.004565,0.079784,0.644522,0.024756,-0.088287,0.008701
749,0.005261,0.080392,0.643087,0.024656,-0.089250,0.007867
750,0.005599,0.081230,0.641754,0.025410,-0.090199,0.008287
751,0.006460,0.082023,0.641182,0.025497,-0.090546,0.009194
752,0.008039,0.082727,0.641479,0.024257,-0.089960,0.009483
753,0.009071,0.083694,0.641743,0.022870,-0.089120,0.009542
754,0.008826,0.084878,0.641383,0.022539,-0.088883,0.010192
755,0.008283,0.085441,0.641031,0.023069,-0.089205,0.011139
756,0.008561,0.084796,0.641429,0.023739,-0.089441,0.011890
757,0.009712,0.083401,0.642374,0.024013,-0.089259,0.012608
758,0.011223,0.082183,0.643193,0.023229,-0.088625,0.013106
759,0.012122,0.081932,0.643345,0.021153,-0.087501,0.012705
760,0.011188,0.083260,0.642433,0.019021,-0.086552,0.011677
761,0.008494,0.086171,0.640631,0.018793,-0.087062,0.011118
762,0.006022,0.089245,0.639176,0.020873,-0.089045,0.011148
763,0.005714,0.090365,0.639417,0.023312,-0.090615,0.010840
764,0.007296,0.089130,0.641020,0.024013,-0.090162,0.009992
765,0.008766,0.087475,0.642144,0.023032,-0.088141,0.009545
766,0.008898,0.087257,0.641920,0.021705,-0.085976,0.009911
767,0.008198,0.088474,0.641400,0.020719,-0.084478,0.010214
768,0.007486,0.090177,0.641447,0.020350,-0.084221,0.010076
769,0.006940,0.091644,0.641449,0.021018,-0.085786,0.010584
770,0.006706,0.092361,0.640927,0.022151,-0.088369,0.012312
771,0.007127,0.092316,0.640539,0.022228,-0.089919,0.014260
772,0.007962,0.092491,0.640734,0.020976,-0.089705,0.015536
773,0.008472,0.093841,0.641071,0.019606,-0.088929,0.016016
774,0.008500,0.096031,0.641246,0.018847,-0.088565,0.015262
775,0.008516,0.097981,0.641622,0.018836,-0.088553,0.013113
776,0.008724,0.099250,0.642379,0.020159,-0.089025,0.011154
777,0.009063,0.100028,0.643052,0.022775,-0.090418,0.011388
778,0.009756,0.100299,0.643443,0.024718,-0.092181,0.013551
779,0.010899,0.100133,0.643908,0.023996,-0.092915,0.015501
780,0.011703,0.100179,0.644348,0.021246,-0.092215,0.016000
781,0.011220,0.100900,0.644156,0.018883,-0.091147,0.015345
782,0.009723,0.101735,0.643351,0.018129,-0.090660,0.014048
783,0.008261,0.101866,0.642641,0.018441,-0.090789,0.012948
784,0.007226,0.101748,0.642507,0.019269,-0.091400,0.013509
785,0.006511,0.102751,0.643004,0.020359,-0.092279,0.015923
786,0.006267,0.105130,0.644109,0.020798,-0.092529,0.018089
787,0.006353,0.107684,0.645380,0.019966,-0.091530,0.018496
788,0.006088,0.109329,0.645797,0.018893,-0.090221,0.018117
789,0.005442,0.109778,0.645112,0.018777,-0.089758,0.017833
790,0.005387,0.109035,0.644547,0.018984,-0.089876,0.017058
791,0.006513,0.107446,0.644981,0.018147,-0.090147,0.015825
792,0.008174,0.105927,0.645865,0.016168,-0.091060,0.015432
793,0.009384,0.105176,0.646882,0.013825,-0.092398,0.016384
794,0.009597,0.105155,0.648590,0.011821,-0.092655,0.017518
795,0.008638,0.105804,0.650637,0.011010,-0.091473,0.017850
796,0.007049,0.107355,0.651508,0.011935,-0.090525,0.017890
797,0.006139,0.109335,0.650715,0.013666,-0.090892,0.018323
798,0.006750,0.110501,0.649458,0.014367,-0.091708,0.018908
799,0.008139,0.110594,0.648860,0.013300,-0.092093,0.019227
800,0.008742,0.110854,0.649032,0.011408,-0.092176,0.018877
801,0.008157,0.112188,0.649823,0.009784,-0.091930,0.017179
802,0.007484,0.114063,0.651154,0.008639,-0.091181,0.014293
803,0.007658,0.115570,0.652429,0.008068,-0.090689,0.012124
804,0.008636,0.116492,0.652932,0.008363,-0.091274,0.012523
805,0.010070,0.116885,0.653263,0.008875,-0.092303,0.014897
806,0.011555,0.116883,0.654818,0.008234,-0.092584,0.016986
807,0.012319,0.117246,0.657482,0.006375,-0.092020,0.017600
808,0.011755,0.118586,0.659665,0.004548,-0.091237,0.017093
809,0.010335,0.120193,0.660522,0.003398,-0.090477,0.015901
810,0.009254,0.120953,0.660364,0.002793,-0.090058,0.014605
