Sample,FX,FY,FZ,MX,MY,MZ
811,0.009077,0.121004,0.659532,0.002772,-0.090913,0.014571
812,0.009488,0.121268,0.658460,0.003054,-0.093188,0.016508
813,0.010157,0.121874,0.658249,0.002496,-0.095375,0.019096
814,0.010624,0.122420,0.659743,0.000600,-0.096141,0.020582
815,0.009994,0.123172,0.662345,-0.001192,-0.095830,0.020829
816,0.008288,0.124647,0.664830,-0.001365,-0.095355,0.020334
817,0.007167,0.126608,0.666855,-0.000567,-0.094980,0.018943
818,0.007925,0.128448,0.668745,-0.000534,-0.094799,0.017189
819,0.009753,0.129898,0.670619,-0.001990,-0.095241,0.016801
820,0.010832,0.130710,0.672577,-0.004552,-0.096334,0.018333
821,0.010140,0.130594,0.674823,-0.007498,-0.097227,0.020008
822,0.007878,0.130071,0.676966,-0.009925,-0.097353,0.020019
823,0.005038,0.130278,0.678197,-0.011107,-0.097265,0.018725
824,0.003033,0.131352,0.678621,-0.011268,-0.097540,0.017733
825,0.002954,0.132202,0.679411,-0.011407,-0.097944,0.017739
826,0.004283,0.132246,0.681335,-0.012074,-0.098303,0.018224
827,0.005042,0.132047,0.684058,-0.012951,-0.098791,0.018633
828,0.003949,0.131928,0.687069,-0.013887,-0.098994,0.018771
829,0.001640,0.131452,0.690179,-0.015295,-0.098175,0.018441
830,-0.000667,0.130737,0.692794,-0.017111,-0.096723,0.017872
831,-0.002552,0.130774,0.694041,-0.018518,-0.096011,0.017929
832,-0.003842,0.131857,0.694335,-0.019217,-0.096837,0.018890
833,-0.004087,0.133092,0.695347,-0.019848,-0.098829,0.019770
834,-0.003609,0.133843,0.697953,-0.020654,-0.100950,0.019556
835,-0.003680,0.134330,0.701617,-0.021222,-0.102128,0.018254
836,-0.004659,0.134696,0.705568,-0.021823,-0.101885,0.016407
837,-0.005454,0.134766,0.709404,-0.023209,-0.100874,0.014625
838,-0.005380,0.134635,0.712983,-0.025053,-0.100622,0.013816
839,-0.004676,0.134470,0.716579,-0.026423,-0.102124,0.014661
840,-0.003220,0.134042,0.720797,-0.027641,-0.104821,0.016503
841,-0.000817,0.133279,0.725625,-0.029556,-0.107435,0.018029
842,0.001409,0.132798,0.729877,-0.031436,-0.109293,0.019007
843,0.001930,0.133075,0.732508,-0.032144,-0.110306,0.019816
844,0.000943,0.133691,0.734188,-0.032312,-0.110510,0.020087
845,-0.000087,0.134203,0.736436,-0.033054,-0.110412,0.019416
846,-0.000514,0.134956,0.739736,-0.034180,-0.111042,0.018316
847,-0.000583,0.136091,0.743699,-0.035215,-0.112810,0.017336
848,-0.000241,0.136859,0.748227,-0.036580,-0.114863,0.016066
849,0.000484,0.136916,0.753094,-0.038613,-0.116177,0.014031
850,0.000827,0.137076,0.757285,-0.040615,-0.116736,0.011991
851,0.000528,0.137942,0.760132,-0.041943,-0.117203,0.011038
852,0.000686,0.138861,0.762181,-0.042849,-0.118021,0.011183
853,0.001833,0.138836,0.764201,-0.043513,-0.119233,0.011794
854,0.002741,0.137646,0.766621,-0.043717,-0.120585,0.012309
855,0.002655,0.135560,0.770012,-0.043945,-0.121338,0.012169
856,0.002636,0.132884,0.774614,-0.045269,-0.120749,0.011007
857,0.003364,0.130619,0.779347,-0.047588,-0.119336,0.009167
858,0.003806,0.130271,0.782686,-0.049313,-0.118820,0.007718
859,0.003414,0.131722,0.784776,-0.049485,-0.120250,0.007520
860,0.003461,0.132881,0.787322,-0.048924,-0.123027,0.008276
861,0.004688,0.132447,0.791245,-0.048758,-0.125984,0.009147
862,0.005921,0.131242,0.795849,-0.049228,-0.128338,0.009907
863,0.006160,0.130315,0.800042,-0.050340,-0.129513,0.010591
864,0.005792,0.129717,0.803143,-0.052151,-0.129386,0.010747
865,0.005165,0.129516,0.804989,-0.053880,-0.128998,0.010177
866,0.003973,0.129886,0.806171,-0.054296,-0.129705,0.009696
867,0.002577,0.129817,0.807915,-0.053680,-0.131521,0.009873
868,0.002148,0.127851,0.811080,-0.053758,-0.133401,0.010039
869,0.002805,0.124310,0.815367,-0.055280,-0.134560,0.009534
870,0.003389,0.121135,0.819865,-0.057454,-0.134694,0.008506
871,0.003397,0.119807,0.823983,-0.059593,-0.133997,0.007029
872,0.003360,0.120449,0.827521,-0.061418,-0.133482,0.004926
873,0.003228,0.122054,0.830511,-0.062375,-0.134284,0.002763
874,0.002312,0.122717,0.833510,-0.062290,-0.136462,0.001693
875,0.001028,0.120602,0.837512,-0.062047,-0.138949,0.001934
876,0.000596,0.115871,0.842789,-0.062757,-0.140647,0.002497
877,0.001015,0.111116,0.848278,-0.064662,-0.141450,0.002542
878,0.001271,0.108699,0.852896,-0.067189,-0.142013,0.001861
879,0.000958,0.108340,0.856707,-0.069760,-0.142748,0.000243
880,0.000298,0.108206,0.860358,-0.071921,-0.143743,-0.002090
881,-0.000728,0.107258,0.864198,-0.073113,-0.145199,-0.003700
882,-0.002063,0.105603,0.868396,-0.073455,-0.146890,-0.003511
883,-0.003099,0.103584,0.873217,-0.074171,-0.147760,-0.002701
884,-0.003823,0.101682,0.878341,-0.076076,-0.147204,-0.003192
885,-0.005234,0.100602,0.882777,-0.078423,-0.146286,-0.005199
886,-0.007432,0.100370,0.886553,-0.079962,-0.146640,-0.007580
887,-0.009040,0.099937,0.891112,-0.080361,-0.148496,-0.009510
888,-0.009223,0.098415,0.897163,-0.080199,-0.150698,-0.010642
889,-0.008604,0.096120,0.903684,-0.080298,-0.152306,-0.010584
890,-0.008001,0.093821,0.909513,-0.081459,-0.153235,-0.009607
891,-0.007812,0.091773,0.914420,-0.084091,-0.153803,-0.009011
892,-0.008804,0.090188,0.918614,-0.087392,-0.154620,-0.009609
893,-0.011739,0.089356,0.922539,-0.089586,-0.156146,-0.010921
894,-0.015633,0.088622,0.927101,-0.089806,-0.157833,-0.012441
895,-0.018002,0.086718,0.933053,-0.089259,-0.158800,-0.014203
896,-0.017636,0.083495,0.940115,-0.089717,-0.159281,-0.015917
897,-0.016004,0.080125,0.947262,-0.091634,-0.160196,-0.016898
898,-0.015403,0.077657,0.953801,-0.094521,-0.161688,-0.017243
899,-0.016760,0.076366,0.959734,-0.097719,-0.163282,-0.017952
900,-0.019652,0.076025,0.965130,-0.100024,-0.164951,-0.019310
901,-0.023099,0.075977,0.969889,-0.100333,-0.166956,-0.020357
902,-0.025835,0.075247,0.974406,-0.099360,-0.169003,-0.020528
903,-0.027088,0.073263,0.979505,-0.099198,-0.170344,-0.020224
904,-0.027479,0.070717,0.985333,-0.100743,-0.170802,-0.019672
905,-0.028284,0.069042,0.991329,-0.102858,-0.171170,-0.019153
906,-0.029838,0.068597,0.997247,-0.104321,-0.172213,-0.019887
907,-0.031676,0.068275,1.003190,-0.105057,-0.173898,-0.022687
908,-0.033682,0.066998,1.009049,-0.105409,-0.175874,-0.026268
909,-0.035727,0.064599,1.015012,-0.105918,-0.177656,-0.028699
910,-0.037099,0.061493,1.022015,-0.107617,-0.178361,-0.029952
911,-0.037662,0.058464,1.030458,-0.110887,-0.177556,-0.031215
912,-0.038525,0.056546,1.039069,-0.114453,-0.176425,-0.032704
913,-0.040493,0.056094,1.046351,-0.116800,-0.176816,-0.034102
914,-0.042798,0.056088,1.052317,-0.117843,-0.179017,-0.035739
915,-0.044226,0.055199,1.057700,-0.118301,-0.181804,-0.037618
916,-0.044743,0.053399,1.062824,-0.118579,-0.184315,-0.038721
917,-0.045227,0.051723,1.068129,-0.119165,-0.186375,-0.038528
918,-0.046341,0.050750,1.074431,-0.120879,-0.187741,-0.038107
919,-0.048433,0.050262,1.081842,-0.123706,-0.188527,-0.038751
920,-0.051683,0.050144,1.089205,-0.126034,-0.189667,-0.040536
921,-0.055507,0.050397,1.095505,-0.126190,-0.191757,-0.042799
922,-0.058419,0.050391,1.101146,-0.124727,-0.194187,-0.044980
923,-0.059376,0.049429,1.107092,-0.123991,-0.196217,-0.046520
924,-0.058857,0.047795,1.113767,-0.125654,-0.197819,-0.047017
925,-0.058154,0.046223,1.121211,-0.129653,-0.199017,-0.047166
926,-0.058377,0.044881,1.129223,-0.134496,-0.199673,-0.048358
927,-0.060194,0.043624,1.137021,-0.137901,-0.200269,-0.050714
928,-0.063354,0.042535,1.143698,-0.138456,-0.201825,-0.052867
929,-0.066273,0.041457,1.149349,-0.137342,-0.204573,-0.054054
930,-0.067179,0.039756,1.155139,-0.137510,-0.207275,-0.054942
931,-0.066064,0.037452,1.162003,-0.140394,-0.208613,-0.056077
932,-0.064995,0.035578,1.169650,-0.144413,-0.208766,-0.057070
933,-0.065903,0.034807,1.177081,-0.147486,-0.208584,-0.058000
934,-0.068663,0.034943,1.183651,-0.149085,-0.208532,-0.059711
935,-0.071987,0.035630,1.189180,-0.149186,-0.209313,-0.061662
936,-0.074778,0.036311,1.193860,-0.147970,-0.211590,-0.062012
937,-0.076182,0.036128,1.198615,-0.147122,-0.214797,-0.060793
938,-0.076187,0.034884,1.204511,-0.148606,-0.217621,-0.060176
939,-0.076133,0.033418,1.211547,-0.151944,-0.219528,-0.061421
940,-0.077098,0.032532,1.218965,-0.154895,-0.220934,-0.064055
941,-0.078469,0.032066,1.226355,-0.156362,-0.222098,-0.067273
942,-0.079301,0.031482,1.233479,-0.156785,-0.222897,-0.070149
943,-0.079941,0.030736,1.239709,-0.156599,-0.223695,-0.071410
944,-0.081051,0.029931,1.244859,-0.156138,-0.225053,-0.070905
945,-0.082231,0.028895,1.250108,-0.156418,-0.226577,-0.070576
946,-0.083018,0.027643,1.256722,-0.158334,-0.227507,-0.072213
947,-0.084177,0.026496,1.264134,-0.161174,-0.228081,-0.075274
948,-0.086547,0.025553,1.270670,-0.163285,-0.228850,-0.078231
949,-0.089436,0.024482,1.275672,-0.164220,-0.229487,-0.080427
950,-0.091494,0.023220,1.279804,-0.164771,-0.229873,-0.081585
951,-0.092548,0.022592,1.284040,-0.165262,-0.231072,-0.081306
952,-0.093459,0.023273,1.289212,-0.165507,-0.233482,-0.080141
953,-0.094787,0.024463,1.295592,-0.165962,-0.235610,-0.079641
954,-0.096533,0.024896,1.302042,-0.167125,-0.236088,-0.080348
955,-0.098470,0.024562,1.306826,-0.168328,-0.235441,-0.081175
956,-0.099946,0.024060,1.309885,-0.168964,-0.235011,-0.081462
957,-0.099955,0.023224,1.313023,-0.170034,-0.235400,-0.081967
958,-0.098391,0.021806,1.317675,-0.172542,-0.236579,-0.083263
959,-0.096871,0.020401,1.323538,-0.175474,-0.238289,-0.084858
960,-0.097039,0.019579,1.329441,-0.177378,-0.239584,-0.086537
961,-0.098764,0.019184,1.334529,-0.178380,-0.239563,-0.088746
962,-0.100963,0.019135,1.338301,-0.178830,-0.239056,-0.090799
963,-0.102920,0.019691,1.340587,-0.178381,-0.239673,-0.091008
964,-0.104157,0.020351,1.342180,-0.177756,-0.241547,-0.089445
965,-0.104354,0.020005,1.344603,-0.178422,-0.243660,-0.088137
966,-0.104066,0.018604,1.348476,-0.180043,-0.245487,-0.088159
967,-0.104538,0.017252,1.353004,-0.181146,-0.247056,-0.089029
968,-0.106096,0.016522,1.357518,-0.181897,-0.247976,-0.090533
969,-0.107634,0.016133,1.361965,-0.183384,-0.247834,-0.092651
970,-0.108443,0.016187,1.365833,-0.185102,-0.247491,-0.094289
971,-0.109107,0.016992,1.368743,-0.185821,-0.248250,-0.094488
972,-0.109989,0.017882,1.371885,-0.185843,-0.249819,-0.094303
973,-0.110682,0.017855,1.376700,-0.186241,-0.250754,-0.095413
974,-0.111206,0.017107,1.382618,-0.186950,-0.250419,-0.097607
975,-0.112121,0.016714,1.387656,-0.187602,-0.249226,-0.099422
976,-0.113357,0.016980,1.390799,-0.188898,-0.247878,-0.100395
977,-0.114214,0.017243,1.392731,-0.191056,-0.247394,-0.100850
978,-0.114648,0.017214,1.394577,-0.192604,-0.248934,-0.100415
979,-0.115395,0.017070,1.397030,-0.192630,-0.252396,-0.098694
980,-0.116784,0.016523,1.400311,-0.192332,-0.255769,-0.096519
981,-0.118561,0.015528,1.403846,-0.192946,-0.257060,-0.095215
982,-0.120582,0.015201,1.406619,-0.194122,-0.256274,-0.095370
983,-0.122479,0.016289,1.408634,-0.195254,-0.254773,-0.096699
984,-0.123274,0.017777,1.411021,-0.196674,-0.253702,-0.098510
985,-0.122706,0.018395,1.414253,-0.198685,-0.253699,-0.100128
986,-0.122135,0.018149,1.417432,-0.200559,-0.254966,-0.101056
987,-0.122607,0.017373,1.419884,-0.201503,-0.256657,-0.101301
988,-0.123223,0.016081,1.422085,-0.201810,-0.257269,-0.101535
989,-0.123060,0.015041,1.424284,-0.201971,-0.256495,-0.102144
990,-0.123031,0.015571,1.425810,-0.201574,-0.255667,-0.102535
991,-0.124207,0.017526,1.426590,-0.200399,-0.255987,-0.102166
992,-0.125770,0.019101,1.427865,-0.199520,-0.257387,-0.101518
993,-0.126430,0.019175,1.430441,-0.199830,-0.259158,-0.101205
994,-0.126680,0.018214,1.433341,-0.200959,-0.260491,-0.101082
995,-0.127538,0.016733,1.435283,-0.202757,-0.260506,-0.101040
996,-0.128587,0.014882,1.436208,-0.205626,-0.259055,-0.101423
997,-0.129189,0.013363,1.436438,-0.208771,-0.257415,-0.102118
998,-0.129627,0.012792,1.436116,-0.210505,-0.257048,-0.102646
999,-0.130022,0.012674,1.435950,-0.210422,-0.257860,-0.103005
1000,-0.130061,0.012208,1.436726,-0.209524,-0.258517,-0.103402
1001,-0.130058,0.011424,1.437991,-0.208551,-0.258220,-0.103552
1002,-0.130699,0.010996,1.438512,-0.207786,-0.257350,-0.103015
1003,-0.131784,0.011351,1.438093,-0.207962,-0.256498,-0.102279
1004,-0.132590,0.012304,1.437796,-0.209432,-0.255945,-0.102382
1005,-0.133112,0.013412,1.438275,-0.210848,-0.256099,-0.103065
1006,-0.133722,0.013969,1.439215,-0.210676,-0.257002,-0.103014
1007,-0.134175,0.012865,1.440359,-0.209579,-0.257522,-0.101979
1008,-0.134074,0.009723,1.441504,-0.209475,-0.256500,-0.100763
1009,-0.133859,0.006138,1.441726,-0.210765,-0.254401,-0.099701
1010,-0.134269,0.004354,1.440492,-0.212247,-0.252660,-0.098891
1011,-0.134941,0.004610,1.438939,-0.213225,-0.252103,-0.099028
1012,-0.134888,0.005141,1.438291,-0.213989,-0.252811,-0.100617
1013,-0.134217,0.004714,1.438212,-0.214586,-0.254436,-0.102844
1014,-0.133783,0.003457,1.437911,-0.214856,-0.255952,-0.104153
1015,-0.133484,0.001533,1.437465,-0.215408,-0.256048,-0.103879
1016,-0.132627,-0.000672,1.437199,-0.216777,-0.254506,-0.102713
1017,-0.131514,-0.001688,1.436825,-0.218119,-0.252629,-0.101804
1018,-0.130986,-0.000645,1.436058,-0.218407,-0.251716,-0.101982
1019,-0.130859,0.000929,1.435252,-0.217932,-0.251816,-0.103208
1020,-0.130553,0.000756,1.434611,-0.217420,-0.252362,-0.104197
1021,-0.130405,-0.001488,1.433833,-0.217040,-0.252886,-0.103430
1022,-0.130496,-0.004457,1.433098,-0.217152,-0.252737,-0.101190
1023,-0.129770,-0.006888,1.433064,-0.218564,-0.251232,-0.099623
1024,-0.128213,-0.007900,1.433621,-0.220927,-0.248691,-0.100215
1025,-0.127848,-0.007155,1.433845,-0.222304,-0.246542,-0.102099
1026,-0.129788,-0.005832,1.433207,-0.221662,-0.245883,-0.103314
1027,-0.132248,-0.005903,1.431872,-0.220201,-0.246554,-0.102975
1028,-0.133017,-0.007795,1.430013,-0.219245,-0.247724,-0.101466
1029,-0.131954,-0.010058,1.427937,-0.219074,-0.248591,-0.099489
1030,-0.130063,-0.011462,1.426590,-0.220075,-0.248453,-0.098153
1031,-0.128216,-0.012031,1.426599,-0.222403,-0.247068,-0.098630
1032,-0.127360,-0.012201,1.426947,-0.224712,-0.245344,-0.100481
1033,-0.127963,-0.012526,1.425979,-0.225161,-0.244604,-0.101738
1034,-0.128764,-0.014036,1.423619,-0.223590,-0.244817,-0.101174
1035,-0.127876,-0.017266,1.421309,-0.221804,-0.244748,-0.099296
1036,-0.125616,-0.020925,1.419845,-0.221568,-0.243853,-0.097257
1037,-0.124283,-0.022848,1.418834,-0.223017,-0.242779,-0.095864
1038,-0.124929,-0.022441,1.418000,-0.225108,-0.242196,-0.095530
1039,-0.126451,-0.021135,1.417263,-0.226610,-0.242206,-0.096220
1040,-0.127559,-0.020497,1.416110,-0.226652,-0.242622,-0.097190
1041,-0.127475,-0.021182,1.414298,-0.225452,-0.243091,-0.097445
1042,-0.125391,-0.023257,1.412407,-0.224460,-0.243140,-0.096950
1043,-0.121505,-0.026006,1.410993,-0.224933,-0.242620,-0.096572
1044,-0.117991,-0.028080,1.409902,-0.226507,-0.241943,-0.096608
1045,-0.117020,-0.029049,1.408715,-0.227875,-0.241399,-0.096634
1046,-0.118372,-0.029961,1.407152,-0.228325,-0.240599,-0.096539
1047,-0.120233,-0.031669,1.404841,-0.227726,-0.239188,-0.096221
1048,-0.121393,-0.033741,1.401636,-0.225956,-0.237649,-0.094839
1049,-0.121471,-0.035420,1.398426,-0.223627,-0.236677,-0.092087
1050,-0.120233,-0.036491,1.396572,-0.222423,-0.236143,-0.089667
1051,-0.118214,-0.036921,1.396277,-0.223255,-0.235491,-0.089521
1052,-0.116829,-0.036847,1.396285,-0.224940,-0.234745,-0.091245
1053,-0.116565,-0.037096,1.395200,-0.225882,-0.234272,-0.092940
1054,-0.116267,-0.038715,1.392710,-0.226073,-0.233913,-0.093490
1055,-0.114919,-0.041722,1.389524,-0.226415,-0.233339,-0.092737
1056,-0.112770,-0.044869,1.386449,-0.227127,-0.232865,-0.090902
1057,-0.110490,-0.046991,1.383923,-0.228004,-0.232727,-0.089107
1058,-0.108813,-0.048146,1.381957,-0.229157,-0.232295,-0.089154
1059,-0.108588,-0.049032,1.379891,-0.230213,-0.231115,-0.091357
1060,-0.109706,-0.050284,1.376745,-0.230004,-0.229760,-0.093434
1061,-0.110616,-0.052559,1.372412,-0.228398,-0.228721,-0.093026
1062,-0.109836,-0.055978,1.367927,-0.226974,-0.227617,-0.090510
1063,-0.107683,-0.059572,1.364103,-0.226849,-0.226192,-0.087926
1064,-0.105932,-0.062333,1.360707,-0.227373,-0.224795,-0.086454
1065,-0.105711,-0.064426,1.357315,-0.227520,-0.223483,-0.086386
1066,-0.106458,-0.066605,1.353772,-0.227047,-0.221863,-0.087752
1067,-0.107021,-0.068979,1.349743,-0.225978,-0.220057,-0.089552
1068,-0.106558,-0.071247,1.345118,-0.224460,-0.218766,-0.090114
1069,-0.104380,-0.073656,1.340709,-0.223510,-0.218185,-0.089125
1070,-0.100542,-0.076764,1.337445,-0.224330,-0.217811,-0.087811
1071,-0.096702,-0.080459,1.334941,-0.226496,-0.217455,-0.086952
1072,-0.094801,-0.083956,1.331837,-0.228337,-0.217251,-0.086459
1073,-0.094884,-0.086730,1.327348,-0.228971,-0.216627,-0.086440
1074,-0.095400,-0.088866,1.321406,-0.228537,-0.214846,-0.086710
1075,-0.095297,-0.090620,1.314202,-0.227215,-0.212474,-0.086224
1076,-0.094594,-0.092354,1.306812,-0.225574,-0.210566,-0.084625
1077,-0.093456,-0.094700,1.300922,-0.225002,-0.208911,-0.083180
1078,-0.092019,-0.097915,1.296874,-0.226130,-0.206724,-0.083071
1079,-0.090746,-0.101315,1.293075,-0.227419,-0.204223,-0.083815
1080,-0.089863,-0.104110,1.287831,-0.226781,-0.202174,-0.084090
1081,-0.088757,-0.106507,1.280856,-0.224306,-0.200633,-0.083318
1082,-0.086718,-0.109157,1.272811,-0.222096,-0.199297,-0.081675
1083,-0.083969,-0.112010,1.264432,-0.221549,-0.198378,-0.079417
1084,-0.081355,-0.114662,1.256366,-0.222200,-0.197894,-0.077375
1085,-0.079498,-0.117217,1.248830,-0.223052,-0.196892,-0.077030
1086,-0.078582,-0.119814,1.241197,-0.223196,-0.194696,-0.078583
1087,-0.078287,-0.122138,1.232668,-0.221625,-0.191975,-0.079971
1088,-0.077517,-0.124288,1.223348,-0.218314,-0.189501,-0.079333
1089,-0.075128,-0.127048,1.214231,-0.214903,-0.187081,-0.077371
1090,-0.071545,-0.130551,1.206062,-0.212869,-0.184614,-0.075748
1091,-0.068613,-0.134004,1.198524,-0.211784,-0.182676,-0.074645
1092,-0.067433,-0.137095,1.190714,-0.210582,-0.181238,-0.073686
1093,-0.067374,-0.140180,1.181832,-0.209186,-0.179144,-0.073395
1094,-0.067326,-0.143148,1.171229,-0.207773,-0.175650,-0.073916
1095,-0.066641,-0.145610,1.158914,-0.206188,-0.171456,-0.074135
1096,-0.064733,-0.147873,1.146225,-0.204786,-0.167526,-0.073318
1097,-0.061413,-0.150535,1.134737,-0.204234,-0.163930,-0.071951
1098,-0.057750,-0.153601,1.124329,-0.204192,-0.160687,-0.070477
1099,-0.054924,-0.156797,1.113545,-0.203562,-0.158218,-0.068923
1100,-0.052731,-0.159938,1.101562,-0.201966,-0.156034,-0.067827
1101,-0.050540,-0.162377,1.088295,-0.199604,-0.152995,-0.067531
1102,-0.048533,-0.163159,1.073560,-0.196298,-0.149350,-0.066753
1103,-0.046909,-0.162448,1.057802,-0.192236,-0.146470,-0.064062
1104,-0.045165,-0.161885,1.042573,-0.188703,-0.144384,-0.060538
1105,-0.042993,-0.162829,1.028814,-0.186529,-0.141577,-0.058569
1106,-0.040821,-0.164786,1.015413,-0.184743,-0.137445,-0.058396
1107,-0.038755,-0.166251,1.000480,-0.182080,-0.132749,-0.058424
1108,-0.036016,-0.166583,0.983329,-0.178952,-0.127712,-0.058143
1109,-0.032250,-0.166173,0.964547,-0.176443,-0.122023,-0.058070
1110,-0.028323,-0.165263,0.944893,-0.174067,-0.116360,-0.057683
1111,-0.025071,-0.163732,0.924987,-0.170314,-0.111840,-0.055886
1112,-0.022156,-0.161901,0.905463,-0.165019,-0.108362,-0.052881
1113,-0.018849,-0.160313,0.886284,-0.159469,-0.104841,-0.049662
1114,-0.015374,-0.158483,0.866078,-0.154291,-0.100836,-0.046342
1115,-0.012479,-0.155171,0.843327,-0.148842,-0.096701,-0.042449
1116,-0.009904,-0.150156,0.818392,-0.142847,-0.092352,-0.038276
1117,-0.006659,-0.144373,0.793257,-0.136884,-0.087403,-0.034631
1118,-0.002579,-0.138654,0.769184,-0.131231,-0.082036,-0.031523
1119,0.001895,-0.133471,0.745753,-0.126035,-0.076418,-0.028365
1120,0.006981,-0.128832,0.721848,-0.121883,-0.070159,-0.025200
1121,0.013102,-0.123651,0.696272,-0.118379,-0.063125,-0.022207
1122,0.019747,-0.116519,0.668103,-0.113549,-0.055975,-0.018749
1123,0.025976,-0.107641,0.637801,-0.106464,-0.049534,-0.014461
1124,0.031315,-0.098874,0.607171,-0.098629,-0.044041,-0.010081
1125,0.035406,-0.091498,0.577262,-0.091447,-0.039291,-0.006076
1126,0.037830,-0.085049,0.547361,-0.084409,-0.034921,-0.001842
1127,0.039104,-0.078376,0.516738,-0.076754,-0.030125,0.002910
1128,0.040695,-0.070906,0.486020,-0.068950,-0.024074,0.007290
1129,0.043125,-0.062837,0.456092,-0.061459,-0.017199,0.010694
1130,0.045650,-0.054515,0.427063,-0.053787,-0.010967,0.013756
1131,0.048503,-0.046016,0.398922,-0.045721,-0.006067,0.016985
1132,0.052813,-0.037421,0.371834,-0.037945,-0.001700,0.020127
1133,0.057902,-0.028739,0.345362,-0.030762,0.003230,0.023324
1134,0.061814,-0.019383,0.318557,-0.023568,0.008981,0.027177
1135,0.064267,-0.008980,0.291366,-0.016126,0.015330,0.031422
1136,0.066241,0.001664,0.264883,-0.008881,0.021769,0.035056
1137,0.067610,0.011646,0.240021,-0.001623,0.026974,0.037731
1138,0.067567,0.020812,0.217147,0.006297,0.029905,0.039808
1139,0.066648,0.028597,0.196676,0.014280,0.031475,0.041641
1140,0.066588,0.034149,0.178553,0.020937,0.033642,0.043652
1141,0.068021,0.038346,0.161618,0.026071,0.037194,0.046337
1142,0.069613,0.043099,0.145002,0.030481,0.041455,0.049543
1143,0.069977,0.048217,0.129479,0.034398,0.045467,0.052260
1144,0.069247,0.051610,0.116161,0.037763,0.048335,0.053593
1145,0.068152,0.052395,0.105135,0.041103,0.049366,0.053622
1146,0.066687,0.051259,0.096139,0.044506,0.049059,0.052976
1147,0.064731,0.048807,0.089018,0.046813,0.048992,0.051967
1148,0.062888,0.045932,0.083351,0.047376,0.050044,0.050782
1149,0.061458,0.044149,0.078797,0.047329,0.051600,0.050009
1150,0.059894,0.043919,0.075725,0.047806,0.052690,0.049968
1151,0.058287,0.044148,0.074747,0.048536,0.052949,0.050123
1152,0.057461,0.043807,0.075522,0.049110,0.052325,0.050073
1153,0.057341,0.042889,0.076553,0.049809,0.050930,0.050308
1154,0.057465,0.041913,0.076739,0.050242,0.049535,0.050934
1155,0.058231,0.041461,0.076502,0.049166,0.049130,0.050864
1156,0.059522,0.042073,0.076607,0.046674,0.049871,0.049337
1157,0.059943,0.043800,0.076853,0.044514,0.051224,0.046821
1158,0.059119,0.045534,0.076989,0.043743,0.052741,0.044129
1159,0.058564,0.045492,0.077552,0.043947,0.054153,0.042166
1160,0.059259,0.043270,0.078639,0.044628,0.054984,0.042105
1161,0.060434,0.040777,0.079331,0.045528,0.054810,0.044168
1162,0.061102,0.039977,0.079124,0.045874,0.054021,0.046672
1163,0.061105,0.040673,0.078464,0.045132,0.053333,0.047623
1164,0.060458,0.041756,0.077540,0.044453,0.052488,0.047035
1165,0.059020,0.043106,0.076084,0.045632,0.050873,0.046580
1166,0.057383,0.044524,0.074580,0.048563,0.049274,0.047415
1167,0.056893,0.044847,0.074113,0.051170,0.049075,0.049454
1168,0.057798,0.043908,0.074782,0.051957,0.050096,0.052022
1169,0.058664,0.043203,0.075799,0.051127,0.051150,0.054064
1170,0.058563,0.043505,0.076998,0.049283,0.051953,0.054206
1171,0.058176,0.044056,0.078478,0.046982,0.052679,0.051935
1172,0.058174,0.044423,0.079440,0.045526,0.052782,0.048815
1173,0.058382,0.044762,0.079197,0.046001,0.051922,0.047174
1174,0.058827,0.044526,0.078362,0.047465,0.051023,0.047574
1175,0.059872,0.043224,0.077862,0.047909,0.051071,0.048655
1176,0.061011,0.041771,0.077790,0.046844,0.051709,0.048907
1177,0.061073,0.041454,0.077923,0.045541,0.052198,0.047896
1178,0.059923,0.042175,0.078413,0.045200,0.052626,0.046246
1179,0.058566,0.042831,0.079128,0.046116,0.053045,0.045096
1180,0.057558,0.042825,0.079182,0.048054,0.052898,0.045686
1181,0.056812,0.042252,0.078142,0.050025,0.052173,0.048416
1182,0.056630,0.041551,0.076982,0.050418,0.051651,0.051777
1183,0.057176,0.041684,0.076656,0.048919,0.051655,0.053457
1184,0.057640,0.043359,0.076528,0.047280,0.051619,0.052825
1185,0.057569,0.045746,0.075561,0.047015,0.051039,0.051086
1186,0.057823,0.047147,0.074009,0.047740,0.050276,0.049343
1187,0.059004,0.046851,0.072791,0.048392,0.050053,0.048095
1188,0.060351,0.045542,0.072494,0.048587,0.050470,0.047796
1189,0.061028,0.044184,0.073523,0.048104,0.051218,0.048197
1190,0.060888,0.043286,0.075793,0.046576,0.052128,0.048104
1191,0.059632,0.043150,0.078062,0.044798,0.052811,0.046916
1192,0.057222,0.043865,0.078840,0.044637,0.052768,0.045559
1193,0.055157,0.044914,0.078011,0.046658,0.052221,0.045314
1194,0.055346,0.045525,0.076607,0.049271,0.051872,0.046594
1195,0.057672,0.045483,0.075376,0.050714,0.051813,0.049098
1196,0.060110,0.044996,0.074655,0.050685,0.051702,0.052065
1197,0.060975,0.044087,0.074865,0.049824,0.051775,0.054132
1198,0.060118,0.043003,0.075753,0.048824,0.052451,0.054013
1199,0.058460,0.042575,0.075959,0.048471,0.053202,0.051851
1200,0.057237,0.043192,0.074651,0.049295,0.053051,0.049275
