Time(s),Length(m),Activation,Force(N)
 1.226,  0.220,1.000,  30.736
 1.228,  0.220,1.000,  30.736
 1.229,  0.220,1.000,  30.736
 1.231,  0.220,1.000,  30.736
 1.232,  0.220,1.000,  30.736
 1.233,  0.220,1.000,  30.736
 1.235,  0.220,1.000,  30.736
 1.236,  0.220,1.000,  30.736
 1.238,  0.220,1.000,  30.736
 1.239,  0.220,1.000,  30.736
 1.240,  0.220,1.000,  30.736
 1.242,  0.220,1.000,  30.736
 1.243,  0.220,1.000,  30.736
 1.245,  0.220,1.000,  30.736
 1.246,  0.220,1.000,  30.736
 1.247,  0.220,1.000,  30.736
 1.249,  0.220,1.000,  30.736
 1.250,  0.220,1.000,  30.736
 1.252,  0.220,1.000,  30.736
 1.253,  0.220,1.000,  30.736
 1.254,  0.220,1.000,  30.736
 1.256,  0.220,1.000,  30.736
 1.257,  0.220,1.000,  30.736
 1.259,  0.220,1.000,  30.736
 1.260,  0.220,1.000,  30.736
 1.261,  0.220,1.000,  30.736
 1.263,  0.220,1.000,  30.736
 1.264,  0.220,1.000,  30.736
 1.266,  0.220,1.000,  30.736
 1.267,  0.220,1.000,  30.736
 1.268,  0.220,1.000,  30.736
 1.270,  0.220,1.000,  30.736
 1.271,  0.220,1.000,  30.736
 1.273,  0.220,1.000,  30.736
 1.274,  0.220,1.000,  30.736
 1.275,  0.220,1.000,  30.736
 1.277,  0.220,1.000,  30.736
 1.278,  0.220,1.000,  30.736
 1.280,  0.220,1.000,  30.736
 1.281,  0.220,1.000,  30.736
 1.282,  0.220,1.000,  30.736
 1.284,  0.220,1.000,  30.736
 1.285,  0.220,1.000,  30.736
 1.287,  0.220,1.000,  30.736
 1.288,  0.220,1.000,  30.736
 1.289,  0.220,1.000,  30.736
 1.291,  0.220,1.000,  30.736
 1.292,  0.220,1.000,  30.736
 1.294,  0.220,1.000,  30.736
 1.295,  0.220,1.000,  30.736
 1.296,  0.220,1.000,  30.736
 1.298,  0.220,1.000,  30.736
 1.299,  0.220,1.000,  30.736
 1.301,  0.220,1.000,  30.736
 1.302,  0.220,1.000,  30.736
 1.303,  0.220,1.000,  30.736
 1.305,  0.220,1.000,  30.736
 1.306,  0.220,1.000,  30.736
 1.308,  0.220,1.000,  30.736
 1.309,  0.220,1.000,  30.736
 1.310,  0.220,1.000,  30.736
 1.312,  0.220,1.000,  30.736
 1.313,  0.220,1.000,  30.736
 1.315,  0.220,1.000,  30.736
 1.316,  0.220,1.000,  30.736
 1.317,  0.220,1.000,  30.736
 1.319,  0.220,1.000,  30.736
 1.320,  0.220,1.000,  30.736
 1.322,  0.220,1.000,  30.736
 1.323,  0.220,1.000,  30.736
 1.324,  0.220,1.000,  30.736
 1.326,  0.220,1.000,  30.736
 1.327,  0.220,1.000,  30.736
 1.329,  0.220,1.000,  30.736
 1.330,  0.220,1.000,  30.736
 1.331,  0.220,1.000,  30.736
 1.333,  0.220,1.000,  30.736
 1.334,  0.220,1.000,  30.736
 1.336,  0.220,1.000,  30.736
 1.337,  0.220,1.000,  30.736
 1.338,  0.220,1.000,  30.736
 1.340,  0.220,1.000,  30.736
 1.341,  0.220,1.000,  30.736
 1.343,  0.220,1.000,  30.736
 1.344,  0.220,1.000,  30.736
 1.345,  0.220,1.000,  30.736
 1.347,  0.220,1.000,  30.736
 1.348,  0.220,1.000,  30.736
 1.350,  0.220,1.000,  30.736
 1.351,  0.220,1.000,  30.736
 1.352,  0.220,1.000,  30.736
 1.354,  0.220,1.000,  30.736
 1.355,  0.220,1.000,  30.736
 1.357,  0.220,1.000,  30.736
 1.358,  0.220,1.000,  30.736
 1.359,  0.220,1.000,  30.736
 1.361,  0.220,1.000,  30.736
 1.362,  0.220,1.000,  30.736
 1.364,  0.220,1.000,  30.736
 1.365,  0.220,1.000,  30.736
 1.366,  0.220,1.000,  30.736
 1.368,  0.220,1.000,  30.736
 1.369,  0.220,1.000,  30.736
 1.371,  0.220,1.000,  30.736
 1.372,  0.220,1.000,  30.736
 1.373,  0.220,1.000,  30.736
 1.375,  0.220,1.000,  30.736
 1.376,  0.220,1.000,  30.736
 1.378,  0.220,1.000,  30.736
 1.379,  0.220,1.000,  30.736
 1.380,  0.220,1.000,  30.736
 1.382,  0.220,1.000,  30.736
 1.383,  0.220,1.000,  30.736
 1.385,  0.220,1.000,  30.736
 1.386,  0.220,1.000,  30.736
 1.387,  0.220,1.000,  30.736
 1.389,  0.220,1.000,  30.736
 1.390,  0.220,1.000,  30.736
 1.392,  0.220,1.000,  30.736
 1.393,  0.220,1.000,  30.736
 1.394,  0.220,1.000,  30.736
 1.396,  0.220,1.000,  30.736
 1.397,  0.220,1.000,  30.736
 1.399,  0.220,1.000,  30.736
 1.400,  0.220,1.000,  30.736
