Time(s),Length(m),Activation,Force(N)
 1.962,  0.270,1.000,  94.467
 1.964,  0.270,1.000,  94.467
 1.966,  0.270,1.000,  94.467
 1.968,  0.270,1.000,  94.467
 1.970,  0.270,1.000,  94.467
 1.972,  0.270,1.000,  94.467
 1.974,  0.270,1.000,  94.467
 1.976,  0.270,1.000,  94.467
 1.978,  0.270,1.000,  94.467
 1.980,  0.270,1.000,  94.467
 1.982,  0.270,1.000,  94.467
 1.984,  0.270,1.000,  94.467
 1.986,  0.270,1.000,  94.467
 1.988,  0.270,1.000,  94.467
 1.990,  0.270,1.000,  94.467
 1.992,  0.270,1.000,  94.467
 1.994,  0.270,1.000,  94.467
 1.996,  0.270,1.000,  94.467
 1.998,  0.270,1.000,  94.467
 2.000,  0.270,1.000,  94.467
