Time(s),Length(m),[Calcium],Force(N)
 0.504,0.253285,0.670000,99.948011
 0.505,0.253285,0.606241,99.934964
 0.506,0.253285,0.548550,99.918176
 0.507,0.253284,0.496348,99.897315
 0.508,0.253283,0.449114,99.872014
 0.509,0.253282,0.406376,99.841865
 0.510,0.253281,0.367704,99.806416
 0.511,0.253279,0.332712,99.765168
 0.512,0.253278,0.301050,99.716091
 0.513,0.253276,0.272402,99.656584
 0.514,0.253274,0.246479,99.589608
 0.515,0.253271,0.223024,99.514413
 0.516,0.253268,0.201800,99.430169
 0.517,0.253265,0.182596,99.335962
 0.518,0.253262,0.165220,99.230787
 0.519,0.253258,0.149497,99.113538
 0.520,0.253254,0.135271,98.983001
 0.521,0.253249,0.122398,98.837845
 0.522,0.253244,0.110750,98.676611
 0.523,0.253238,0.100211,98.497708
 0.524,0.253231,0.090675,98.299400
 0.525,0.253224,0.082046,98.079799
 0.526,0.253216,0.074238,97.836863
 0.527,0.253207,0.067173,97.568387
 0.528,0.253198,0.060781,97.272004
 0.529,0.253187,0.054997,96.945620
 0.530,0.253175,0.049763,96.588323
 0.531,0.253162,0.045028,96.194995
 0.532,0.253148,0.040743,95.762712
 0.533,0.253132,0.036866,95.285804
 0.534,0.253115,0.033357,94.761945
 0.535,0.253096,0.030183,94.190226
 0.536,0.253076,0.027311,93.567692
 0.537,0.253054,0.024712,92.891564
 0.538,0.253030,0.022360,92.161461
 0.539,0.253004,0.020232,91.373311
 0.540,0.252976,0.018307,90.520686
 0.541,0.252946,0.016565,89.607098
 0.542,0.252914,0.014988,88.632848
 0.543,0.252880,0.013562,87.599131
 0.544,0.252843,0.012271,86.502091
 0.545,0.252806,0.011104,85.346410
 0.546,0.252766,0.010047,84.137969
 0.547,0.252724,0.009091,82.875516
 0.548,0.252681,0.008226,81.565730
 0.549,0.252637,0.007443,80.215546
 0.550,0.252591,0.006735,78.825587
 0.551,0.252545,0.006094,77.407222
 0.552,0.252497,0.005514,75.961639
 0.553,0.252449,0.004989,74.498638
 0.554,0.252400,0.004514,73.020929
 0.555,0.252352,0.004085,71.537004
 0.556,0.252303,0.003696,70.049072
 0.557,0.252254,0.003344,68.565026
 0.558,0.252205,0.003026,67.086246
 0.559,0.252157,0.002738,65.618637
 0.560,0.252109,0.002478,64.164814
 0.561,0.252062,0.002242,62.727624
 0.562,0.252015,0.002028,61.310139
 0.563,0.251969,0.001835,59.913174
 0.564,0.251924,0.001661,58.539338
 0.565,0.251880,0.001503,57.189826
 0.566,0.251836,0.001360,55.865261
 0.567,0.251794,0.001230,54.566817
 0.568,0.251752,0.001113,53.294788
 0.569,0.251711,0.001007,52.049309
 0.570,0.251671,0.000911,50.831026
 0.571,0.251632,0.000825,49.639742
 0.572,0.251593,0.000746,48.474656
 0.573,0.251556,0.000675,47.336761
 0.574,0.251520,0.000611,46.225292
 0.575,0.251484,0.000553,45.139498
 0.576,0.251449,0.000500,44.079274
 0.577,0.251415,0.000453,43.044612
 0.578,0.251382,0.000410,42.034759
 0.579,0.251349,0.000371,41.048788
 0.580,0.251318,0.000335,40.086715
 0.581,0.251287,0.000303,39.148023
 0.582,0.251257,0.000275,38.232201
 0.583,0.251227,0.000248,37.338438
 0.584,0.251199,0.000225,36.466527
 0.585,0.251171,0.000203,35.615919
 0.586,0.251143,0.000184,34.786027
 0.587,0.251117,0.000167,33.976240
 0.588,0.251091,0.000151,33.186361
 0.589,0.251066,0.000136,32.415811
 0.590,0.251041,0.000123,31.664089
 0.591,0.251017,0.000112,30.930475
 0.592,0.250993,0.000101,30.214808
 0.593,0.250970,0.000091,29.516621
 0.594,0.250948,0.000083,28.835547
 0.595,0.250926,0.000075,28.170996
 0.596,0.250905,0.000068,27.522478
 0.597,0.250884,0.000061,26.889762
 0.598,0.250864,0.000055,26.272413
 0.599,0.250844,0.000050,25.670088
 0.600,0.250825,0.000045,25.082317
 0.601,0.250806,0.000041,24.508671
 0.602,0.250787,0.000037,23.948961
 0.603,0.250769,0.000034,23.402807
 0.604,0.250752,0.000030,22.869824
 0.605,0.250735,0.000028,22.349705
 0.606,0.250718,0.000025,21.842038
 0.607,0.250702,0.000023,21.346564
 0.608,0.250686,0.000020,20.863042
 0.609,0.250670,0.000018,20.391108
 0.610,0.250655,0.000017,19.930505
 0.611,0.250640,0.000015,19.480941
 0.612,0.250626,0.000014,19.042087
 0.613,0.250612,0.000012,18.613703
 0.614,0.250598,0.000011,18.195543
 0.615,0.250585,0.000010,17.787353
 0.616,0.250572,0.000009,17.388907
 0.617,0.250559,0.000008,16.999932
 0.618,0.250546,0.000008,16.620204
 0.619,0.250534,0.000007,16.249469
 0.620,0.250522,0.000006,15.887478
 0.621,0.250511,0.000006,15.534064
 0.622,0.250499,0.000005,15.189020
 0.623,0.250488,0.000005,14.852116
 0.624,0.250477,0.000004,14.523164
 0.625,0.250467,0.000004,14.201961
 0.626,0.250457,0.000003,13.888316
 0.627,0.250446,0.000003,13.582058
 0.628,0.250437,0.000003,13.282980
 0.629,0.250427,0.000002,12.990904
 0.630,0.250418,0.000002,12.705669
 0.631,0.250409,0.000002,12.427111
 0.632,0.250400,0.000002,12.155066
 0.633,0.250391,0.000002,11.889374
 0.634,0.250382,0.000002,11.629881
 0.635,0.250374,0.000001,11.376428
 0.636,0.250366,0.000001,11.128872
 0.637,0.250358,0.000001,10.887070
 0.638,0.250350,0.000001,10.650877
 0.639,0.250343,0.000001,10.420159
 0.640,0.250335,0.000001,10.194782
 0.641,0.250328,0.000001,9.974612
 0.642,0.250321,0.000001,9.759521
 0.643,0.250314,0.000001,9.549396
 0.644,0.250307,0.000001,9.344109
 0.645,0.250301,0.000001,9.143546
 0.646,0.250294,0.000000,8.947589
 0.647,0.250288,0.000000,8.756124
 0.648,0.250282,0.000000,8.569051
 0.649,0.250276,0.000000,8.386261
 0.650,0.250270,0.000000,8.207644
 0.651,0.250264,0.000000,8.033109
 0.652,0.250258,0.000000,7.862545
 0.653,0.250253,0.000000,7.695849
 0.654,0.250248,0.000000,7.532917
 0.655,0.250242,0.000000,7.373662
 0.656,0.250237,0.000000,7.217999
 0.657,0.250232,0.000000,7.065843
 0.658,0.250227,0.000000,6.917114
 0.659,0.250223,0.000000,6.771730
 0.660,0.250218,0.000000,6.629615
 0.661,0.250213,0.000000,6.490691
 0.662,0.250209,0.000000,6.354883
 0.663,0.250205,0.000000,6.222117
 0.664,0.250200,0.000000,6.092325
 0.665,0.250196,0.000000,5.965433
 0.666,0.250192,0.000000,5.841374
 0.667,0.250188,0.000000,5.720082
 0.668,0.250184,0.000000,5.601494
 0.669,0.250180,0.000000,5.485545
 0.670,0.250177,0.000000,5.372175
 0.671,0.250173,0.000000,5.261326
 0.672,0.250169,0.000000,5.152937
 0.673,0.250166,0.000000,5.046948
 0.674,0.250162,0.000000,4.943305
 0.675,0.250159,0.000000,4.841955
 0.676,0.250156,0.000000,4.742843
 0.677,0.250153,0.000000,4.645918
 0.678,0.250150,0.000000,4.551129
 0.679,0.250147,0.000000,4.458426
 0.680,0.250144,0.000000,4.367760
 0.681,0.250141,0.000000,4.279085
 0.682,0.250138,0.000000,4.192354
 0.683,0.250135,0.000000,4.107523
 0.684,0.250132,0.000000,4.024548
 0.685,0.250130,0.000000,3.943383
 0.686,0.250127,0.000000,3.863989
 0.687,0.250124,0.000000,3.786325
 0.688,0.250122,0.000000,3.710351
 0.689,0.250120,0.000000,3.636027
 0.690,0.250117,0.000000,3.563315
 0.691,0.250115,0.000000,3.492179
 0.692,0.250113,0.000000,3.422582
 0.693,0.250110,0.000000,3.354490
