1,0.114079,7.2e-05,0.000691765,-2.97305,3.03043,0.374845,-0.000289662,0,-3.05229,3.05773,0.439741,-0,0.0204686,0.324854,-0.196571,-1.2242,-0.0212376
1,0.114079,0.024775,0.000691765,-2.97305,3.03043,0.374845,-0.000289662,0,-3.05375,3.05773,0.439741,-0,0.0204686,0.338766,-0.202031,-1.23069,-0.0196153
1,0.114079,0.049781,0.000691765,-2.97305,3.03043,0.374845,-0.000289662,0,-3.04993,3.05773,0.429515,-0,0.0204686,0.331177,-0.207492,-1.05214,-0.0183175
1,0.114079,0.073693,0.000691765,-2.97305,3.03043,0.374845,-0.000289662,0,-3.03534,3.06796,0.403948,-0,0.0204686,0.279059,-0.286583,-0.601861,-0.0172792
1,0.114079,0.097522,0.000691765,-2.97305,3.03043,0.374845,-0.000289662,0,-3.01583,3.07307,0.378382,-0,0.0204686,0.205276,-0.330905,-0.187507,-0.0164486
2,0.228158,0.121258,0.00223764,-2.89065,3.0016,0.309963,-0.00112619,0,-3.00081,3.07819,0.357929,-0.00511327,0.0419521,0.48582,-0.583829,-0.547381,0.109273
2,0.228158,0.143929,0.00223764,-2.89065,3.0016,0.309963,-0.00112619,0,-2.98561,3.07819,0.342589,-0.00511327,0.0419521,0.434538,-0.599146,-0.366418,0.101189
2,0.228158,0.167782,0.00223764,-2.89065,3.0016,0.309963,-0.00112619,0,-2.97059,3.07819,0.332363,-0.00511327,0.0419521,0.382454,-0.614463,-0.291376,0.0947209
2,0.228158,0.190412,0.00223764,-2.89065,3.0016,0.309963,-0.00112619,0,-2.94549,3.07819,0.317023,-0.00511327,0.0419521,0.287521,-0.62978,-0.108798,0.0895467
2,0.228158,0.214302,0.00223764,-2.89065,3.0016,0.309963,-0.00112619,0,-2.9226,3.07819,0.301683,-0.00511327,0.0419521,0.199159,-0.645097,0.0621631,0.0854074
3,0.342237,0.238172,0.00447081,-2.80625,2.97217,0.245592,-0.00236866,0,-2.90445,3.07307,0.29657,-0.00511327,0.0688778,0.474022,-0.83555,-0.598542,0.0547355
3,0.342237,0.263287,0.00447081,-2.80625,2.97217,0.245592,-0.00236866,0,-2.8886,3.06796,0.29657,-0.00511327,0.0688778,0.418832,-0.818916,-0.704234,0.0520863
3,0.342237,0.285936,0.00447081,-2.80625,2.97217,0.245592,-0.00236866,0,-2.87034,3.06285,0.28123,-0.00511327,0.0688778,0.352197,-0.801261,-0.499399,0.049967
3,0.342237,0.309799,0.00447081,-2.80625,2.97217,0.245592,-0.00236866,0,-2.84756,3.05262,0.276117,-0.00511327,0.0688778,0.265236,-0.745765,-0.499943,0.0482716
3,0.342237,0.333558,0.00447081,-2.80625,2.97217,0.245592,-0.00236866,0,-2.82257,3.04751,0.260777,-0.00511327,0.0688778,0.166887,-0.725042,-0.300674,0.0469152
4,0.456315,0.356321,0.00722806,-2.72097,2.94298,0.182266,-0.00389759,0,-2.80194,3.03728,0.255663,-0.00511327,0.100365,0.433551,-0.876581,-0.926808,0.0137468
4,0.456315,0.380423,0.00722806,-2.72097,2.94298,0.182266,-0.00389759,0,-2.78672,3.03217,0.255663,-0.00511327,0.101088,0.379245,-0.858624,-1.01611,0.0128787
