60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000,10000.0000000000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000,-40000.0000000000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0000000000,-40000.0000000000,60000.0000000000
