Time(s),Length(m),Activation,Force(N)
 0.984,  0.250,0.010,   1.795
 0.985,  0.250,0.010,   1.795
 0.986,  0.250,0.010,   1.795
 0.987,  0.250,0.010,   1.795
 0.988,  0.250,0.010,   1.794
 0.989,  0.250,0.010,   1.794
 0.990,  0.250,0.010,   1.794
 0.991,  0.250,0.010,   1.794
 0.992,  0.250,0.010,   1.794
 0.993,  0.250,0.010,   1.794
 0.994,  0.250,0.010,   1.794
 0.995,  0.250,0.010,   1.794
 0.996,  0.250,0.010,   1.794
 0.997,  0.250,0.010,   1.794
 0.998,  0.250,0.010,   1.794
 0.999,  0.250,0.010,   1.794
 1.000,  0.250,0.010,   1.794
