Time(s),Length(m),Activation,Force(N)
 0.000,  0.340,0.010,   4.688
 0.001,  0.340,0.010,   4.688
 0.003,  0.340,0.010,   4.688
 0.004,  0.340,0.010,   4.688
 0.006,  0.340,0.010,   4.688
 0.007,  0.340,0.010,   4.688
 0.008,  0.340,0.010,   4.688
 0.010,  0.340,0.010,   4.688
 0.011,  0.340,0.010,   4.688
 0.013,  0.340,0.010,   4.688
 0.014,  0.340,0.010,   4.688
 0.015,  0.340,0.010,   4.688
 0.017,  0.340,0.010,   4.688
 0.018,  0.340,0.010,   4.688
 0.020,  0.340,0.010,   4.688
 0.021,  0.340,0.010,   4.688
 0.022,  0.340,0.010,   4.688
 0.024,  0.340,0.010,   4.688
 0.025,  0.340,0.010,   4.688
 0.027,  0.340,0.010,   4.688
 0.028,  0.340,0.010,   4.688
 0.029,  0.340,0.010,   4.688
 0.031,  0.340,0.010,   4.688
 0.032,  0.340,0.010,   4.688
 0.034,  0.340,0.010,   4.688
 0.035,  0.340,0.010,   4.688
 0.036,  0.340,0.010,   4.688
 0.038,  0.340,0.010,   4.688
 0.039,  0.340,0.010,   4.688
 0.041,  0.340,0.010,   4.688
 0.042,  0.340,0.010,   4.688
 0.043,  0.340,0.010,   4.688
 0.045,  0.340,0.010,   4.688
 0.046,  0.340,0.010,   4.688
 0.048,  0.340,0.010,   4.688
 0.049,  0.340,0.010,   4.688
 0.050,  0.340,0.010,   4.693
 0.052,  0.340,0.016,   4.934
 0.053,  0.340,0.027,   5.522
 0.055,  0.340,0.044,   6.344
 0.056,  0.340,0.064,   7.336
 0.057,  0.340,0.088,   8.460
 0.059,  0.340,0.113,   9.693
 0.060,  0.340,0.141,  11.018
 0.062,  0.340,0.169,  12.420
 0.063,  0.340,0.199,  13.890
 0.064,  0.340,0.229,  15.418
 0.066,  0.340,0.259,  16.995
 0.067,  0.340,0.289,  18.615
 0.069,  0.340,0.319,  20.271
 0.070,  0.340,0.348,  21.957
 0.071,  0.340,0.377,  23.667
 0.073,  0.340,0.405,  25.397
 0.074,  0.340,0.432,  27.141
 0.076,  0.340,0.458,  28.895
 0.077,  0.340,0.484,  30.654
 0.078,  0.340,0.509,  32.415
 0.080,  0.340,0.533,  34.173
 0.081,  0.340,0.555,  35.925
 0.083,  0.340,0.577,  37.668
 0.084,  0.340,0.599,  39.399
 0.085,  0.340,0.619,  41.114
 0.087,  0.340,0.638,  42.811
 0.088,  0.340,0.656,  44.488
 0.090,  0.340,0.674,  46.142
 0.091,  0.340,0.691,  47.771
 0.092,  0.340,0.707,  49.374
 0.094,  0.340,0.722,  50.948
 0.095,  0.340,0.737,  52.494
 0.097,  0.340,0.750,  54.008
 0.098,  0.340,0.764,  55.490
 0.099,  0.340,0.776,  56.940
 0.101,  0.340,0.788,  58.356
 0.102,  0.340,0.799,  59.738
 0.104,  0.340,0.810,  61.086
 0.105,  0.340,0.820,  62.398
 0.106,  0.340,0.829,  63.675
 0.108,  0.340,0.839,  64.917
 0.109,  0.340,0.847,  66.123
 0.111,  0.340,0.855,  67.294
 0.112,  0.340,0.863,  68.430
 0.113,  0.340,0.871,  69.531
 0.115,  0.340,0.877,  70.598
 0.116,  0.340,0.884,  71.630
 0.118,  0.340,0.890,  72.629
 0.119,  0.340,0.896,  73.594
 0.120,  0.340,0.902,  74.527
 0.122,  0.340,0.907,  75.427
 0.123,  0.340,0.912,  76.296
 0.125,  0.340,0.917,  77.134
 0.126,  0.340,0.921,  77.942
 0.127,  0.340,0.926,  78.720
 0.129,  0.340,0.930,  79.469
 0.130,  0.340,0.933,  80.191
 0.132,  0.340,0.937,  80.885
 0.133,  0.340,0.941,  81.552
 0.134,  0.340,0.944,  82.193
 0.136,  0.340,0.947,  82.810
 0.137,  0.340,0.950,  83.402
 0.139,  0.340,0.952,  83.970
 0.140,  0.340,0.955,  84.515
 0.141,  0.340,0.957,  85.038
 0.143,  0.340,0.960,  85.540
 0.144,  0.340,0.962,  86.021
 0.146,  0.340,0.964,  86.482
 0.147,  0.340,0.966,  86.923
 0.148,  0.340,0.968,  87.346
 0.150,  0.340,0.970,  87.751
 0.151,  0.340,0.971,  88.139
 0.153,  0.340,0.973,  88.509
 0.154,  0.340,0.974,  88.864
 0.155,  0.340,0.976,  89.203
 0.157,  0.340,0.977,  89.528
 0.158,  0.340,0.978,  89.838
 0.160,  0.340,0.979,  90.134
 0.161,  0.340,0.981,  90.417
 0.162,  0.340,0.982,  90.687
 0.164,  0.340,0.983,  90.945
 0.165,  0.340,0.984,  91.192
 0.167,  0.340,0.984,  91.427
 0.168,  0.340,0.985,  91.651
 0.169,  0.340,0.986,  91.865
 0.171,  0.340,0.987,  92.070
 0.172,  0.340,0.988,  92.265
 0.174,  0.340,0.988,  92.450
 0.175,  0.340,0.989,  92.627
 0.176,  0.340,0.989,  92.796
 0.178,  0.340,0.990,  92.957
 0.179,  0.340,0.991,  93.111
 0.181,  0.340,0.991,  93.257
 0.182,  0.340,0.992,  93.396
 0.183,  0.340,0.992,  93.528
 0.185,  0.340,0.992,  93.654
 0.186,  0.340,0.993,  93.775
 0.188,  0.340,0.993,  93.889
 0.189,  0.340,0.994,  93.998
 0.190,  0.340,0.994,  94.102
 0.192,  0.340,0.994,  94.200
 0.193,  0.340,0.995,  94.294
 0.195,  0.340,0.995,  94.383
 0.196,  0.340,0.995,  94.468
 0.197,  0.340,0.995,  94.549
 0.199,  0.340,0.996,  94.626
 0.200,  0.340,0.996,  94.699
 0.202,  0.340,0.996,  94.768
 0.203,  0.340,0.996,  94.834
 0.204,  0.340,0.997,  94.897
 0.206,  0.340,0.997,  94.956
 0.207,  0.340,0.997,  95.013
 0.209,  0.340,0.997,  95.067
 0.210,  0.340,0.997,  95.118
 0.211,  0.340,0.997,  95.167
 0.213,  0.340,0.998,  95.213
 0.214,  0.340,0.998,  95.257
 0.216,  0.340,0.998,  95.298
 0.217,  0.340,0.998,  95.338
 0.218,  0.340,0.998,  95.376
 0.220,  0.340,0.998,  95.411
 0.221,  0.340,0.998,  95.445
 0.223,  0.340,0.998,  95.477
 0.224,  0.340,0.998,  95.508
 0.225,  0.340,0.999,  95.537
 0.227,  0.340,0.999,  95.564
 0.228,  0.340,0.999,  95.591
 0.230,  0.340,0.999,  95.615
 0.231,  0.340,0.999,  95.639
 0.232,  0.340,0.999,  95.661
 0.234,  0.340,0.999,  95.682
 0.235,  0.340,0.999,  95.702
 0.237,  0.340,0.999,  95.721
 0.238,  0.340,0.999,  95.740
 0.239,  0.340,0.999,  95.757
 0.241,  0.340,0.999,  95.773
 0.242,  0.340,0.999,  95.788
 0.244,  0.340,0.999,  95.803
 0.245,  0.340,0.999,  95.817
 0.246,  0.340,0.999,  95.830
 0.248,  0.340,0.999,  95.843
 0.249,  0.340,0.999,  95.854
 0.251,  0.340,0.999,  95.866
 0.252,  0.340,0.999,  95.876
 0.253,  0.340,1.000,  95.886
 0.255,  0.340,1.000,  95.896
 0.256,  0.340,1.000,  95.905
 0.258,  0.340,1.000,  95.914
 0.259,  0.340,1.000,  95.922
 0.260,  0.340,1.000,  95.929
 0.262,  0.340,1.000,  95.937
 0.263,  0.340,1.000,  95.944
 0.265,  0.340,1.000,  95.950
 0.266,  0.340,1.000,  95.957
 0.267,  0.340,1.000,  95.962
 0.269,  0.340,1.000,  95.968
 0.270,  0.340,1.000,  95.973
 0.272,  0.340,1.000,  95.978
 0.273,  0.340,1.000,  95.983
 0.274,  0.340,1.000,  95.988
 0.276,  0.340,1.000,  95.992
 0.277,  0.340,1.000,  95.996
 0.279,  0.340,1.000,  96.000
 0.280,  0.340,1.000,  96.003
 0.281,  0.340,1.000,  96.007
 0.283,  0.340,1.000,  96.010
 0.284,  0.340,1.000,  96.013
 0.286,  0.340,1.000,  96.016
 0.287,  0.340,1.000,  96.019
 0.288,  0.340,1.000,  96.022
 0.290,  0.340,1.000,  96.024
 0.291,  0.340,1.000,  96.026
 0.293,  0.340,1.000,  96.029
 0.294,  0.340,1.000,  96.031
 0.295,  0.340,1.000,  96.033
 0.297,  0.340,1.000,  96.035
 0.298,  0.340,1.000,  96.036
 0.300,  0.340,1.000,  96.038
 0.301,  0.340,1.000,  96.040
 0.302,  0.340,1.000,  96.041
 0.304,  0.340,1.000,  96.043
 0.305,  0.340,1.000,  96.044
 0.307,  0.340,1.000,  96.045
 0.308,  0.340,1.000,  96.047
 0.309,  0.340,1.000,  96.048
 0.311,  0.340,1.000,  96.049
 0.312,  0.340,1.000,  96.050
 0.314,  0.340,1.000,  96.051
 0.315,  0.340,1.000,  96.052
 0.316,  0.340,1.000,  96.053
 0.318,  0.340,1.000,  96.053
 0.319,  0.340,1.000,  96.054
 0.321,  0.340,1.000,  96.055
 0.322,  0.340,1.000,  96.056
 0.323,  0.340,1.000,  96.056
 0.325,  0.340,1.000,  96.057
 0.326,  0.340,1.000,  96.058
 0.328,  0.340,1.000,  96.058
 0.329,  0.340,1.000,  96.059
 0.330,  0.340,1.000,  96.059
 0.332,  0.340,1.000,  96.060
 0.333,  0.340,1.000,  96.060
 0.335,  0.340,1.000,  96.061
 0.336,  0.340,1.000,  96.061
 0.337,  0.340,1.000,  96.061
 0.339,  0.340,1.000,  96.062
 0.340,  0.340,1.000,  96.062
 0.342,  0.340,1.000,  96.062
 0.343,  0.340,1.000,  96.063
 0.344,  0.340,1.000,  96.063
 0.346,  0.340,1.000,  96.063
 0.347,  0.340,1.000,  96.064
 0.349,  0.340,1.000,  96.064
 0.350,  0.340,1.000,  96.064
 0.351,  0.340,1.000,  96.064
 0.353,  0.340,1.000,  96.065
 0.354,  0.340,1.000,  96.065
 0.356,  0.340,1.000,  96.065
 0.357,  0.340,1.000,  96.065
 0.358,  0.340,1.000,  96.065
 0.360,  0.340,1.000,  96.065
 0.361,  0.340,1.000,  96.066
 0.363,  0.340,1.000,  96.066
 0.364,  0.340,1.000,  96.066
 0.365,  0.340,1.000,  96.066
 0.367,  0.340,1.000,  96.066
