Time(s),Length(m),Activation,Force(N)
 1.028,  0.153,1.000,  16.855
 1.029,  0.153,1.000,  16.699
 1.030,  0.153,1.000,  16.545
 1.032,  0.153,1.000,  16.390
 1.033,  0.152,1.000,  16.237
 1.035,  0.152,1.000,  16.084
 1.036,  0.152,1.000,  15.932
 1.037,  0.152,1.000,  15.781
 1.039,  0.152,1.000,  15.630
 1.040,  0.152,1.000,  15.480
 1.042,  0.152,1.000,  15.330
 1.043,  0.152,1.000,  15.182
 1.044,  0.152,1.000,  15.033
 1.046,  0.152,1.000,  14.886
 1.047,  0.152,1.000,  14.739
 1.049,  0.152,1.000,  14.594
 1.050,  0.151,1.000,  14.448
 1.051,  0.151,1.000,  14.304
 1.053,  0.151,1.000,  14.160
 1.054,  0.151,1.000,  14.017
 1.056,  0.151,1.000,  13.875
 1.057,  0.151,1.000,  13.733
 1.058,  0.151,1.000,  13.592
 1.060,  0.151,1.000,  13.452
 1.061,  0.151,1.000,  13.312
 1.063,  0.151,1.000,  13.174
 1.064,  0.151,1.000,  13.036
 1.065,  0.151,1.000,  12.899
 1.067,  0.150,1.000,  12.929
 1.068,  0.150,1.000,  14.187
 1.070,  0.150,1.000,  15.161
 1.071,  0.150,1.000,  15.921
 1.072,  0.150,1.000,  16.517
 1.074,  0.150,1.000,  16.986
 1.075,  0.150,1.000,  17.357
 1.077,  0.150,1.000,  17.650
 1.078,  0.150,1.000,  17.882
 1.079,  0.150,1.000,  18.067
 1.081,  0.150,1.000,  18.214
 1.082,  0.150,1.000,  18.330
 1.084,  0.150,1.000,  18.423
 1.085,  0.150,1.000,  18.497
 1.086,  0.150,1.000,  18.556
 1.088,  0.150,1.000,  18.603
 1.089,  0.150,1.000,  18.640
 1.091,  0.150,1.000,  18.670
 1.092,  0.150,1.000,  18.693
 1.093,  0.150,1.000,  18.712
 1.095,  0.150,1.000,  18.728
 1.096,  0.150,1.000,  18.740
 1.098,  0.150,1.000,  18.749
 1.099,  0.150,1.000,  18.757
 1.100,  0.150,1.000,  18.763
 1.102,  0.150,1.000,  18.768
 1.103,  0.150,1.000,  18.772
 1.105,  0.150,1.000,  18.775
 1.106,  0.150,1.000,  18.777
 1.107,  0.150,1.000,  18.779
 1.109,  0.150,1.000,  18.781
 1.110,  0.150,1.000,  18.782
 1.112,  0.150,1.000,  18.783
 1.113,  0.150,1.000,  18.784
 1.114,  0.150,1.000,  18.785
 1.116,  0.150,1.000,  18.785
 1.117,  0.150,1.000,  18.785
 1.119,  0.150,1.000,  18.786
 1.120,  0.150,1.000,  18.786
 1.121,  0.150,1.000,  18.786
 1.123,  0.150,1.000,  18.786
 1.124,  0.150,1.000,  18.786
 1.126,  0.150,1.000,  18.787
 1.127,  0.150,1.000,  18.787
 1.128,  0.150,1.000,  18.787
 1.130,  0.150,1.000,  18.787
 1.131,  0.150,1.000,  18.787
 1.133,  0.150,1.000,  18.787
 1.134,  0.150,1.000,  18.787
 1.135,  0.150,1.000,  18.787
 1.137,  0.150,1.000,  18.787
 1.138,  0.150,1.000,  18.787
 1.140,  0.150,1.000,  18.787
 1.141,  0.150,1.000,  18.787
 1.142,  0.150,1.000,  18.787
 1.144,  0.150,1.000,  18.787
 1.145,  0.150,1.000,  18.787
 1.147,  0.150,1.000,  18.787
 1.148,  0.150,1.000,  18.787
 1.149,  0.150,1.000,  18.787
 1.151,  0.150,1.000,  18.787
 1.152,  0.150,1.000,  18.787
 1.154,  0.150,1.000,  18.787
 1.155,  0.150,1.000,  18.787
 1.156,  0.150,1.000,  18.787
 1.158,  0.150,1.000,  18.787
 1.159,  0.150,1.000,  18.787
 1.161,  0.150,1.000,  18.787
 1.162,  0.150,1.000,  18.787
 1.163,  0.150,1.000,  18.787
 1.165,  0.150,1.000,  18.787
 1.166,  0.150,1.000,  18.787
 1.168,  0.150,1.000,  18.787
 1.169,  0.150,1.000,  18.787
 1.170,  0.150,1.000,  18.787
 1.172,  0.150,1.000,  18.787
 1.173,  0.150,1.000,  18.787
 1.175,  0.150,1.000,  18.787
 1.176,  0.150,1.000,  18.787
 1.177,  0.150,1.000,  18.787
 1.179,  0.150,1.000,  18.787
 1.180,  0.150,1.000,  18.787
 1.182,  0.150,1.000,  18.787
 1.183,  0.150,1.000,  18.787
 1.184,  0.150,1.000,  18.787
 1.186,  0.150,1.000,  18.787
 1.187,  0.150,1.000,  18.787
 1.189,  0.150,1.000,  18.787
 1.190,  0.150,1.000,  18.787
 1.191,  0.150,1.000,  18.787
 1.193,  0.150,1.000,  18.787
 1.194,  0.150,1.000,  18.787
 1.196,  0.150,1.000,  18.787
 1.197,  0.150,1.000,  18.787
 1.198,  0.150,1.000,  18.787
 1.200,  0.150,1.000,  18.787
 1.201,  0.150,1.000,  18.787
 1.203,  0.150,1.000,  18.787
 1.204,  0.150,1.000,  18.787
 1.205,  0.150,1.000,  18.787
 1.207,  0.150,1.000,  18.787
 1.208,  0.150,1.000,  18.787
 1.210,  0.150,1.000,  18.787
 1.211,  0.150,1.000,  18.787
 1.212,  0.150,1.000,  18.787
 1.214,  0.150,1.000,  18.787
 1.215,  0.150,1.000,  18.787
 1.217,  0.150,1.000,  18.787
 1.218,  0.150,1.000,  18.787
 1.219,  0.150,1.000,  18.787
 1.221,  0.150,1.000,  18.787
 1.222,  0.150,1.000,  18.787
 1.224,  0.150,1.000,  18.787
 1.225,  0.150,1.000,  18.787
 1.226,  0.150,1.000,  18.787
 1.228,  0.150,1.000,  18.787
 1.229,  0.150,1.000,  18.787
 1.231,  0.150,1.000,  18.787
 1.232,  0.150,1.000,  18.787
 1.233,  0.150,1.000,  18.787
 1.235,  0.150,1.000,  18.787
 1.236,  0.150,1.000,  18.787
 1.238,  0.150,1.000,  18.787
 1.239,  0.150,1.000,  18.787
 1.240,  0.150,1.000,  18.787
 1.242,  0.150,1.000,  18.787
 1.243,  0.150,1.000,  18.787
 1.245,  0.150,1.000,  18.787
 1.246,  0.150,1.000,  18.787
 1.247,  0.150,1.000,  18.787
 1.249,  0.150,1.000,  18.787
 1.250,  0.150,1.000,  18.787
 1.252,  0.150,1.000,  18.787
 1.253,  0.150,1.000,  18.787
 1.254,  0.150,1.000,  18.787
 1.256,  0.150,1.000,  18.787
 1.257,  0.150,1.000,  18.787
 1.259,  0.150,1.000,  18.787
 1.260,  0.150,1.000,  18.787
 1.261,  0.150,1.000,  18.787
 1.263,  0.150,1.000,  18.787
 1.264,  0.150,1.000,  18.787
 1.266,  0.150,1.000,  18.787
 1.267,  0.150,1.000,  18.787
 1.268,  0.150,1.000,  18.787
 1.270,  0.150,1.000,  18.787
 1.271,  0.150,1.000,  18.787
 1.273,  0.150,1.000,  18.787
 1.274,  0.150,1.000,  18.787
 1.275,  0.150,1.000,  18.787
 1.277,  0.150,1.000,  18.787
 1.278,  0.150,1.000,  18.787
 1.280,  0.150,1.000,  18.787
 1.281,  0.150,1.000,  18.787
 1.282,  0.150,1.000,  18.787
 1.284,  0.150,1.000,  18.787
 1.285,  0.150,1.000,  18.787
 1.287,  0.150,1.000,  18.787
 1.288,  0.150,1.000,  18.787
 1.289,  0.150,1.000,  18.787
 1.291,  0.150,1.000,  18.787
 1.292,  0.150,1.000,  18.787
 1.294,  0.150,1.000,  18.787
 1.295,  0.150,1.000,  18.787
 1.296,  0.150,1.000,  18.787
 1.298,  0.150,1.000,  18.787
 1.299,  0.150,1.000,  18.787
 1.301,  0.150,1.000,  18.787
 1.302,  0.150,1.000,  18.787
 1.303,  0.150,1.000,  18.787
 1.305,  0.150,1.000,  18.787
 1.306,  0.150,1.000,  18.787
 1.308,  0.150,1.000,  18.787
 1.309,  0.150,1.000,  18.787
 1.310,  0.150,1.000,  18.787
 1.312,  0.150,1.000,  18.787
 1.313,  0.150,1.000,  18.787
 1.315,  0.150,1.000,  18.787
 1.316,  0.150,1.000,  18.787
 1.317,  0.150,1.000,  18.787
 1.319,  0.150,1.000,  18.787
 1.320,  0.150,1.000,  18.787
 1.322,  0.150,1.000,  18.787
 1.323,  0.150,1.000,  18.787
 1.324,  0.150,1.000,  18.787
 1.326,  0.150,1.000,  18.787
 1.327,  0.150,1.000,  18.787
 1.329,  0.150,1.000,  18.787
 1.330,  0.150,1.000,  18.787
 1.331,  0.150,1.000,  18.787
 1.333,  0.150,1.000,  18.787
 1.334,  0.150,1.000,  18.787
 1.336,  0.150,1.000,  18.787
 1.337,  0.150,1.000,  18.787
 1.338,  0.150,1.000,  18.787
 1.340,  0.150,1.000,  18.787
 1.341,  0.150,1.000,  18.787
 1.343,  0.150,1.000,  18.787
 1.344,  0.150,1.000,  18.787
 1.345,  0.150,1.000,  18.787
 1.347,  0.150,1.000,  18.787
 1.348,  0.150,1.000,  18.787
 1.350,  0.150,1.000,  18.787
 1.351,  0.150,1.000,  18.787
 1.352,  0.150,1.000,  18.787
 1.354,  0.150,1.000,  18.787
 1.355,  0.150,1.000,  18.787
 1.357,  0.150,1.000,  18.787
 1.358,  0.150,1.000,  18.787
 1.359,  0.150,1.000,  18.787
 1.361,  0.150,1.000,  18.787
 1.362,  0.150,1.000,  18.787
 1.364,  0.150,1.000,  18.787
 1.365,  0.150,1.000,  18.787
 1.366,  0.150,1.000,  18.787
 1.368,  0.150,1.000,  18.787
 1.369,  0.150,1.000,  18.787
 1.371,  0.150,1.000,  18.787
 1.372,  0.150,1.000,  18.787
 1.373,  0.150,1.000,  18.787
 1.375,  0.150,1.000,  18.787
 1.376,  0.150,1.000,  18.787
 1.378,  0.150,1.000,  18.787
 1.379,  0.150,1.000,  18.787
 1.380,  0.150,1.000,  18.787
 1.382,  0.150,1.000,  18.787
 1.383,  0.150,1.000,  18.787
 1.385,  0.150,1.000,  18.787
 1.386,  0.150,1.000,  18.787
 1.387,  0.150,1.000,  18.787
 1.389,  0.150,1.000,  18.787
 1.390,  0.150,1.000,  18.787
 1.392,  0.150,1.000,  18.787
 1.393,  0.150,1.000,  18.787
 1.394,  0.150,1.000,  18.787
 1.396,  0.150,1.000,  18.787
 1.397,  0.150,1.000,  18.787
 1.399,  0.150,1.000,  18.787
 1.400,  0.150,1.000,  18.787
