Time(s),Length(m),Activation,Force(N)
 0.165,  0.190,0.984,  92.975
 0.167,  0.190,0.984,  93.153
 0.168,  0.190,0.985,  93.322
 0.169,  0.190,0.986,  93.482
 0.171,  0.190,0.987,  93.634
 0.172,  0.190,0.988,  93.778
 0.174,  0.190,0.988,  93.915
 0.175,  0.190,0.989,  94.045
 0.176,  0.190,0.989,  94.168
 0.178,  0.190,0.990,  94.284
 0.179,  0.190,0.991,  94.395
 0.181,  0.190,0.991,  94.499
 0.182,  0.190,0.992,  94.599
 0.183,  0.190,0.992,  94.693
 0.185,  0.190,0.992,  94.782
 0.186,  0.190,0.993,  94.866
 0.188,  0.190,0.993,  94.946
 0.189,  0.190,0.994,  95.022
 0.190,  0.190,0.994,  95.094
 0.192,  0.190,0.994,  95.162
 0.193,  0.190,0.995,  95.226
 0.195,  0.190,0.995,  95.287
 0.196,  0.190,0.995,  95.345
 0.197,  0.190,0.995,  95.399
 0.199,  0.190,0.996,  95.451
 0.200,  0.190,0.996,  95.500
 0.202,  0.190,0.996,  95.546
 0.203,  0.190,0.996,  95.590
 0.204,  0.190,0.997,  95.632
 0.206,  0.190,0.997,  95.671
 0.207,  0.190,0.997,  95.708
 0.209,  0.190,0.997,  95.744
 0.210,  0.190,0.997,  95.777
 0.211,  0.190,0.997,  95.809
 0.213,  0.190,0.998,  95.839
 0.214,  0.190,0.998,  95.867
 0.216,  0.190,0.998,  95.894
 0.217,  0.190,0.998,  95.919
 0.218,  0.190,0.998,  95.943
 0.220,  0.190,0.998,  95.966
 0.221,  0.190,0.998,  95.987
 0.223,  0.190,0.998,  96.007
 0.224,  0.190,0.998,  96.027
 0.225,  0.190,0.999,  96.045
 0.227,  0.190,0.999,  96.062
 0.228,  0.190,0.999,  96.078
 0.230,  0.190,0.999,  96.094
 0.231,  0.190,0.999,  96.108
 0.232,  0.190,0.999,  96.122
 0.234,  0.190,0.999,  96.135
 0.235,  0.190,0.999,  96.147
 0.237,  0.190,0.999,  96.159
 0.238,  0.190,0.999,  96.170
 0.239,  0.190,0.999,  96.180
 0.241,  0.190,0.999,  96.190
 0.242,  0.190,0.999,  96.200
 0.244,  0.190,0.999,  96.208
 0.245,  0.190,0.999,  96.217
 0.246,  0.190,0.999,  96.225
 0.248,  0.190,0.999,  96.232
 0.249,  0.190,0.999,  96.239
 0.251,  0.190,0.999,  96.246
 0.252,  0.190,0.999,  96.252
 0.253,  0.190,1.000,  96.258
 0.255,  0.190,1.000,  96.264
 0.256,  0.190,1.000,  96.269
 0.258,  0.190,1.000,  96.274
 0.259,  0.190,1.000,  96.279
 0.260,  0.190,1.000,  96.284
 0.262,  0.190,1.000,  96.288
 0.263,  0.190,1.000,  96.292
 0.265,  0.190,1.000,  96.296
 0.266,  0.190,1.000,  96.299
 0.267,  0.190,1.000,  96.303
 0.269,  0.190,1.000,  96.306
 0.270,  0.190,1.000,  96.309
 0.272,  0.190,1.000,  96.312
 0.273,  0.190,1.000,  96.315
 0.274,  0.190,1.000,  96.317
 0.276,  0.190,1.000,  96.320
 0.277,  0.190,1.000,  96.322
 0.279,  0.190,1.000,  96.324
 0.280,  0.190,1.000,  96.326
 0.281,  0.190,1.000,  96.328
 0.283,  0.190,1.000,  96.330
 0.284,  0.190,1.000,  96.332
 0.286,  0.190,1.000,  96.333
 0.287,  0.190,1.000,  96.335
 0.288,  0.190,1.000,  96.337
 0.290,  0.190,1.000,  96.338
 0.291,  0.190,1.000,  96.339
 0.293,  0.190,1.000,  96.340
 0.294,  0.190,1.000,  96.342
 0.295,  0.190,1.000,  96.343
 0.297,  0.190,1.000,  96.344
 0.298,  0.190,1.000,  96.345
 0.300,  0.190,1.000,  96.346
 0.301,  0.190,1.000,  96.347
 0.302,  0.190,1.000,  96.348
 0.304,  0.190,1.000,  96.348
 0.305,  0.190,1.000,  96.349
 0.307,  0.190,1.000,  96.350
 0.308,  0.190,1.000,  96.350
 0.309,  0.190,1.000,  96.351
 0.311,  0.190,1.000,  96.352
 0.312,  0.190,1.000,  96.352
 0.314,  0.190,1.000,  96.353
 0.315,  0.190,1.000,  96.353
 0.316,  0.190,1.000,  96.354
 0.318,  0.190,1.000,  96.354
 0.319,  0.190,1.000,  96.355
 0.321,  0.190,1.000,  96.355
 0.322,  0.190,1.000,  96.356
 0.323,  0.190,1.000,  96.356
 0.325,  0.190,1.000,  96.356
 0.326,  0.190,1.000,  96.357
 0.328,  0.190,1.000,  96.357
 0.329,  0.190,1.000,  96.357
 0.330,  0.190,1.000,  96.357
 0.332,  0.190,1.000,  96.358
 0.333,  0.190,1.000,  96.358
 0.335,  0.190,1.000,  96.358
 0.336,  0.190,1.000,  96.358
 0.337,  0.190,1.000,  96.359
 0.339,  0.190,1.000,  96.359
 0.340,  0.190,1.000,  96.359
 0.342,  0.190,1.000,  96.359
 0.343,  0.190,1.000,  96.359
 0.344,  0.190,1.000,  96.359
 0.346,  0.190,1.000,  96.360
 0.347,  0.190,1.000,  96.360
 0.349,  0.190,1.000,  96.360
 0.350,  0.190,1.000,  96.360
 0.351,  0.190,1.000,  96.360
 0.353,  0.190,1.000,  96.360
 0.354,  0.190,1.000,  96.360
 0.356,  0.190,1.000,  96.360
 0.357,  0.190,1.000,  96.361
 0.358,  0.190,1.000,  96.361
 0.360,  0.190,1.000,  96.361
 0.361,  0.190,1.000,  96.361
 0.363,  0.190,1.000,  96.361
 0.364,  0.190,1.000,  96.361
 0.365,  0.190,1.000,  96.361
 0.367,  0.190,1.000,  96.361
 0.368,  0.190,1.000,  96.361
 0.370,  0.190,1.000,  96.361
 0.371,  0.190,1.000,  96.361
 0.372,  0.190,1.000,  96.361
 0.374,  0.190,1.000,  96.361
 0.375,  0.190,1.000,  96.361
 0.377,  0.190,1.000,  96.361
 0.378,  0.190,1.000,  96.362
 0.379,  0.190,1.000,  96.362
 0.381,  0.190,1.000,  96.362
 0.382,  0.190,1.000,  96.362
 0.384,  0.190,1.000,  96.362
 0.385,  0.190,1.000,  96.362
 0.386,  0.190,1.000,  96.362
 0.388,  0.190,1.000,  96.362
 0.389,  0.190,1.000,  96.362
 0.391,  0.190,1.000,  96.362
 0.392,  0.190,1.000,  96.362
 0.393,  0.190,1.000,  96.362
 0.395,  0.190,1.000,  96.362
 0.396,  0.190,1.000,  96.362
 0.398,  0.190,1.000,  96.362
 0.399,  0.190,1.000,  96.362
 0.400,  0.190,1.000,  95.046
 0.402,  0.190,1.000,  90.851
 0.403,  0.190,1.000,  87.196
 0.405,  0.190,1.000,  84.009
 0.406,  0.190,1.000,  81.228
 0.407,  0.190,1.000,  78.800
 0.409,  0.190,1.000,  76.677
 0.410,  0.190,1.000,  74.822
 0.412,  0.190,1.000,  73.199
 0.413,  0.190,1.000,  71.779
 0.414,  0.190,1.000,  70.537
 0.416,  0.190,1.000,  69.449
 0.417,  0.189,1.000,  68.498
 0.419,  0.189,1.000,  67.665
 0.420,  0.189,1.000,  66.937
 0.421,  0.189,1.000,  66.300
 0.423,  0.189,1.000,  65.744
 0.424,  0.189,1.000,  65.259
 0.426,  0.189,1.000,  64.836
 0.427,  0.189,1.000,  64.467
 0.428,  0.189,1.000,  64.146
 0.430,  0.189,1.000,  63.868
 0.431,  0.189,1.000,  63.627
 0.433,  0.188,1.000,  63.419
 0.434,  0.188,1.000,  63.239
 0.435,  0.188,1.000,  63.085
 0.437,  0.188,1.000,  62.954
 0.438,  0.188,1.000,  62.842
 0.440,  0.188,1.000,  62.747
 0.441,  0.188,1.000,  62.668
 0.442,  0.188,1.000,  62.602
 0.444,  0.188,1.000,  62.548
 0.445,  0.188,1.000,  62.504
 0.447,  0.188,1.000,  62.470
 0.448,  0.188,1.000,  62.444
 0.449,  0.187,1.000,  62.424
 0.451,  0.187,1.000,  62.411
 0.452,  0.187,1.000,  62.403
 0.454,  0.187,1.000,  62.400
 0.455,  0.187,1.000,  62.401
 0.456,  0.187,1.000,  62.406
 0.458,  0.187,1.000,  62.413
 0.459,  0.187,1.000,  62.424
 0.461,  0.187,1.000,  62.436
 0.462,  0.187,1.000,  62.451
 0.463,  0.187,1.000,  62.467
 0.465,  0.187,1.000,  62.485
 0.466,  0.186,1.000,  62.504
 0.468,  0.186,1.000,  62.524
 0.469,  0.186,1.000,  62.545
 0.470,  0.186,1.000,  62.566
 0.472,  0.186,1.000,  62.588
 0.473,  0.186,1.000,  62.611
 0.475,  0.186,1.000,  62.633
 0.476,  0.186,1.000,  62.656
 0.477,  0.186,1.000,  62.679
 0.479,  0.186,1.000,  62.702
 0.480,  0.186,1.000,  62.724
 0.482,  0.186,1.000,  62.747
 0.483,  0.185,1.000,  62.769
 0.484,  0.185,1.000,  62.791
 0.486,  0.185,1.000,  62.813
 0.487,  0.185,1.000,  62.835
 0.489,  0.185,1.000,  62.856
 0.490,  0.185,1.000,  62.876
 0.491,  0.185,1.000,  62.897
 0.493,  0.185,1.000,  62.916
 0.494,  0.185,1.000,  62.935
 0.496,  0.185,1.000,  62.954
 0.497,  0.185,1.000,  62.972
 0.498,  0.185,1.000,  62.990
 0.500,  0.184,1.000,  63.007
 0.501,  0.184,1.000,  63.023
 0.503,  0.184,1.000,  63.039
 0.504,  0.184,1.000,  63.054
 0.505,  0.184,1.000,  63.068
 0.507,  0.184,1.000,  63.082
 0.508,  0.184,1.000,  63.095
 0.510,  0.184,1.000,  63.107
 0.511,  0.184,1.000,  63.118
 0.512,  0.184,1.000,  63.129
 0.514,  0.184,1.000,  63.140
 0.515,  0.184,1.000,  63.149
 0.517,  0.183,1.000,  63.158
 0.518,  0.183,1.000,  63.166
 0.519,  0.183,1.000,  63.173
 0.521,  0.183,1.000,  63.179
 0.522,  0.183,1.000,  63.185
 0.524,  0.183,1.000,  63.190
 0.525,  0.183,1.000,  63.194
 0.526,  0.183,1.000,  63.197
 0.528,  0.183,1.000,  63.200
 0.529,  0.183,1.000,  63.201
 0.531,  0.183,1.000,  63.202
 0.532,  0.183,1.000,  63.202
 0.533,  0.182,1.000,  63.201
 0.535,  0.182,1.000,  63.200
 0.536,  0.182,1.000,  63.197
 0.538,  0.182,1.000,  63.194
 0.539,  0.182,1.000,  63.190
 0.540,  0.182,1.000,  63.185
 0.542,  0.182,1.000,  63.179
 0.543,  0.182,1.000,  63.172
 0.545,  0.182,1.000,  63.165
 0.546,  0.182,1.000,  63.156
 0.547,  0.182,1.000,  63.147
 0.549,  0.182,1.000,  63.137
 0.550,  0.181,1.000,  63.126
 0.552,  0.181,1.000,  63.114
 0.553,  0.181,1.000,  63.101
 0.554,  0.181,1.000,  63.087
 0.556,  0.181,1.000,  63.073
 0.557,  0.181,1.000,  63.057
 0.559,  0.181,1.000,  63.041
 0.560,  0.181,1.000,  63.023
 0.561,  0.181,1.000,  63.005
 0.563,  0.181,1.000,  62.986
 0.564,  0.181,1.000,  62.966
 0.566,  0.181,1.000,  62.945
 0.567,  0.180,1.000,  62.923
 0.568,  0.180,1.000,  62.900
 0.570,  0.180,1.000,  62.876
 0.571,  0.180,1.000,  62.852
 0.573,  0.180,1.000,  62.826
 0.574,  0.180,1.000,  62.799
 0.575,  0.180,1.000,  62.772
 0.577,  0.180,1.000,  62.743
 0.578,  0.180,1.000,  62.714
 0.580,  0.180,1.000,  62.683
 0.581,  0.180,1.000,  62.652
 0.582,  0.180,1.000,  62.619
 0.584,  0.179,1.000,  62.586
 0.585,  0.179,1.000,  62.552
 0.587,  0.179,1.000,  62.516
 0.588,  0.179,1.000,  62.480
 0.589,  0.179,1.000,  62.443
 0.591,  0.179,1.000,  62.405
 0.592,  0.179,1.000,  62.366
 0.594,  0.179,1.000,  62.325
 0.595,  0.179,1.000,  62.284
 0.596,  0.179,1.000,  62.242
 0.598,  0.179,1.000,  62.199
 0.599,  0.179,1.000,  62.155
 0.601,  0.178,1.000,  62.110
 0.602,  0.178,1.000,  62.064
 0.603,  0.178,1.000,  62.017
 0.605,  0.178,1.000,  61.969
 0.606,  0.178,1.000,  61.920
 0.608,  0.178,1.000,  61.870
 0.609,  0.178,1.000,  61.819
 0.610,  0.178,1.000,  61.767
 0.612,  0.178,1.000,  61.714
 0.613,  0.178,1.000,  61.659
 0.615,  0.178,1.000,  61.604
 0.616,  0.177,1.000,  61.548
 0.617,  0.177,1.000,  61.491
 0.619,  0.177,1.000,  61.433
 0.620,  0.177,1.000,  61.374
 0.622,  0.177,1.000,  61.314
 0.623,  0.177,1.000,  61.253
 0.624,  0.177,1.000,  61.191
 0.626,  0.177,1.000,  61.128
 0.627,  0.177,1.000,  61.064
 0.629,  0.177,1.000,  60.999
 0.630,  0.177,1.000,  60.933
 0.631,  0.177,1.000,  60.865
 0.633,  0.176,1.000,  60.797
 0.634,  0.176,1.000,  60.728
 0.636,  0.176,1.000,  60.658
 0.637,  0.176,1.000,  60.587
 0.638,  0.176,1.000,  60.515
 0.640,  0.176,1.000,  60.441
 0.641,  0.176,1.000,  60.367
 0.643,  0.176,1.000,  60.292
 0.644,  0.176,1.000,  60.216
 0.645,  0.176,1.000,  60.139
 0.647,  0.176,1.000,  60.060
 0.648,  0.176,1.000,  59.981
 0.650,  0.175,1.000,  59.901
 0.651,  0.175,1.000,  59.820
 0.652,  0.175,1.000,  59.738
 0.654,  0.175,1.000,  59.654
 0.655,  0.175,1.000,  59.570
 0.657,  0.175,1.000,  59.485
 0.658,  0.175,1.000,  59.399
 0.659,  0.175,1.000,  59.311
 0.661,  0.175,1.000,  59.223
 0.662,  0.175,1.000,  59.134
 0.664,  0.175,1.000,  59.044
 0.665,  0.175,1.000,  58.952
 0.666,  0.174,1.000,  58.860
 0.668,  0.174,1.000,  58.767
 0.669,  0.174,1.000,  58.673
 0.671,  0.174,1.000,  58.578
 0.672,  0.174,1.000,  58.482
 0.673,  0.174,1.000,  58.385
 0.675,  0.174,1.000,  58.286
 0.676,  0.174,1.000,  58.187
 0.678,  0.174,1.000,  58.087
 0.679,  0.174,1.000,  57.986
 0.680,  0.174,1.000,  57.884
 0.682,  0.174,1.000,  57.781
 0.683,  0.173,1.000,  57.677
 0.685,  0.173,1.000,  57.573
 0.686,  0.173,1.000,  57.467
 0.687,  0.173,1.000,  57.360
 0.689,  0.173,1.000,  57.252
 0.690,  0.173,1.000,  57.143
 0.692,  0.173,1.000,  57.034
 0.693,  0.173,1.000,  56.923
 0.694,  0.173,1.000,  56.812
 0.696,  0.173,1.000,  56.699
 0.697,  0.173,1.000,  56.586
 0.699,  0.173,1.000,  56.471
 0.700,  0.172,1.000,  56.356
 0.701,  0.172,1.000,  56.240
 0.703,  0.172,1.000,  56.123
 0.704,  0.172,1.000,  56.005
 0.706,  0.172,1.000,  55.886
 0.707,  0.172,1.000,  55.766
 0.708,  0.172,1.000,  55.645
 0.710,  0.172,1.000,  55.523
 0.711,  0.172,1.000,  55.401
 0.713,  0.172,1.000,  55.277
 0.714,  0.172,1.000,  55.153
 0.715,  0.172,1.000,  55.028
 0.717,  0.171,1.000,  54.902
 0.718,  0.171,1.000,  54.775
 0.720,  0.171,1.000,  54.647
 0.721,  0.171,1.000,  54.518
 0.722,  0.171,1.000,  54.388
 0.724,  0.171,1.000,  54.258
 0.725,  0.171,1.000,  54.126
 0.727,  0.171,1.000,  53.994
 0.728,  0.171,1.000,  53.861
 0.729,  0.171,1.000,  53.727
 0.731,  0.171,1.000,  53.592
 0.732,  0.171,1.000,  53.457
 0.734,  0.170,1.000,  53.320
 0.735,  0.170,1.000,  53.183
 0.736,  0.170,1.000,  53.045
 0.738,  0.170,1.000,  52.906
 0.739,  0.170,1.000,  52.766
 0.741,  0.170,1.000,  52.626
 0.742,  0.170,1.000,  52.484
 0.743,  0.170,1.000,  52.342
 0.745,  0.170,1.000,  52.199
 0.746,  0.170,1.000,  52.056
 0.748,  0.170,1.000,  51.911
 0.749,  0.170,1.000,  51.766
 0.750,  0.169,1.000,  51.620
 0.752,  0.169,1.000,  51.473
 0.753,  0.169,1.000,  51.325
 0.755,  0.169,1.000,  51.177
 0.756,  0.169,1.000,  51.028
 0.757,  0.169,1.000,  50.878
 0.759,  0.169,1.000,  50.728
 0.760,  0.169,1.000,  50.576
 0.762,  0.169,1.000,  50.424
 0.763,  0.169,1.000,  50.272
 0.764,  0.169,1.000,  50.118
 0.766,  0.169,1.000,  49.964
 0.767,  0.168,1.000,  49.809
 0.769,  0.168,1.000,  49.654
 0.770,  0.168,1.000,  49.498
 0.771,  0.168,1.000,  49.341
 0.773,  0.168,1.000,  49.183
 0.774,  0.168,1.000,  49.025
 0.776,  0.168,1.000,  48.866
 0.777,  0.168,1.000,  48.706
 0.778,  0.168,1.000,  48.546
 0.780,  0.168,1.000,  48.385
 0.781,  0.168,1.000,  48.224
 0.783,  0.167,1.000,  48.062
 0.784,  0.167,1.000,  47.899
 0.785,  0.167,1.000,  47.736
 0.787,  0.167,1.000,  47.572
 0.788,  0.167,1.000,  47.407
 0.790,  0.167,1.000,  47.242
 0.791,  0.167,1.000,  47.076
 0.792,  0.167,1.000,  46.910
 0.794,  0.167,1.000,  46.743
 0.795,  0.167,1.000,  46.575
 0.797,  0.167,1.000,  46.407
 0.798,  0.167,1.000,  46.239
 0.799,  0.166,1.000,  46.070
 0.801,  0.166,1.000,  45.900
 0.802,  0.166,1.000,  45.730
 0.804,  0.166,1.000,  45.559
 0.805,  0.166,1.000,  45.388
 0.806,  0.166,1.000,  45.216
 0.808,  0.166,1.000,  45.044
 0.809,  0.166,1.000,  44.871
 0.811,  0.166,1.000,  44.697
 0.812,  0.166,1.000,  44.524
 0.813,  0.166,1.000,  44.349
 0.815,  0.166,1.000,  44.175
 0.816,  0.165,1.000,  44.000
 0.818,  0.165,1.000,  43.824
 0.819,  0.165,1.000,  43.648
 0.820,  0.165,1.000,  43.471
 0.822,  0.165,1.000,  43.294
 0.823,  0.165,1.000,  43.117
 0.825,  0.165,1.000,  42.939
 0.826,  0.165,1.000,  42.761
 0.827,  0.165,1.000,  42.582
 0.829,  0.165,1.000,  42.404
 0.830,  0.165,1.000,  42.224
 0.832,  0.165,1.000,  42.044
 0.833,  0.164,1.000,  41.864
 0.834,  0.164,1.000,  41.684
 0.836,  0.164,1.000,  41.503
 0.837,  0.164,1.000,  41.322
 0.839,  0.164,1.000,  41.140
 0.840,  0.164,1.000,  40.959
 0.841,  0.164,1.000,  40.776
 0.843,  0.164,1.000,  40.594
 0.844,  0.164,1.000,  40.411
 0.846,  0.164,1.000,  40.228
 0.847,  0.164,1.000,  40.045
 0.848,  0.164,1.000,  39.861
 0.850,  0.163,1.000,  39.677
 0.851,  0.163,1.000,  39.493
 0.853,  0.163,1.000,  39.309
 0.854,  0.163,1.000,  39.124
 0.855,  0.163,1.000,  38.939
 0.857,  0.163,1.000,  38.754
 0.858,  0.163,1.000,  38.568
 0.860,  0.163,1.000,  38.383
 0.861,  0.163,1.000,  38.197
 0.862,  0.163,1.000,  38.011
 0.864,  0.163,1.000,  37.825
 0.865,  0.163,1.000,  37.638
 0.867,  0.162,1.000,  37.452
 0.868,  0.162,1.000,  37.265
 0.869,  0.162,1.000,  37.078
 0.871,  0.162,1.000,  36.891
 0.872,  0.162,1.000,  36.704
 0.874,  0.162,1.000,  36.516
 0.875,  0.162,1.000,  36.329
 0.876,  0.162,1.000,  36.141
 0.878,  0.162,1.000,  35.954
 0.879,  0.162,1.000,  35.766
 0.881,  0.162,1.000,  35.578
 0.882,  0.162,1.000,  35.390
 0.883,  0.161,1.000,  35.202
 0.885,  0.161,1.000,  35.014
 0.886,  0.161,1.000,  34.826
 0.888,  0.161,1.000,  34.637
 0.889,  0.161,1.000,  34.449
 0.890,  0.161,1.000,  34.261
 0.892,  0.161,1.000,  34.072
 0.893,  0.161,1.000,  33.884
 0.895,  0.161,1.000,  33.695
 0.896,  0.161,1.000,  33.507
 0.897,  0.161,1.000,  33.319
 0.899,  0.161,1.000,  33.130
 0.900,  0.160,1.000,  32.942
 0.902,  0.160,1.000,  32.753
 0.903,  0.160,1.000,  32.565
 0.904,  0.160,1.000,  32.377
 0.906,  0.160,1.000,  32.189
 0.907,  0.160,1.000,  32.000
 0.909,  0.160,1.000,  31.812
 0.910,  0.160,1.000,  31.624
 0.911,  0.160,1.000,  31.436
 0.913,  0.160,1.000,  31.248
 0.914,  0.160,1.000,  31.061
 0.916,  0.160,1.000,  30.873
 0.917,  0.159,1.000,  30.685
 0.918,  0.159,1.000,  30.498
 0.920,  0.159,1.000,  30.311
 0.921,  0.159,1.000,  30.123
 0.923,  0.159,1.000,  29.936
 0.924,  0.159,1.000,  29.750
 0.925,  0.159,1.000,  29.563
 0.927,  0.159,1.000,  29.376
 0.928,  0.159,1.000,  29.190
 0.930,  0.159,1.000,  29.004
 0.931,  0.159,1.000,  28.818
 0.932,  0.159,1.000,  28.632
 0.934,  0.158,1.000,  28.446
 0.935,  0.158,1.000,  28.261
 0.937,  0.158,1.000,  28.076
 0.938,  0.158,1.000,  27.891
 0.939,  0.158,1.000,  27.706
 0.941,  0.158,1.000,  27.522
 0.942,  0.158,1.000,  27.338
 0.944,  0.158,1.000,  27.154
 0.945,  0.158,1.000,  26.970
 0.946,  0.158,1.000,  26.787
 0.948,  0.158,1.000,  26.604
 0.949,  0.158,1.000,  26.421
 0.951,  0.157,1.000,  26.238
 0.952,  0.157,1.000,  26.056
 0.953,  0.157,1.000,  25.874
 0.955,  0.157,1.000,  25.692
 0.956,  0.157,1.000,  25.511
 0.958,  0.157,1.000,  25.330
 0.959,  0.157,1.000,  25.150
 0.960,  0.157,1.000,  24.969
 0.962,  0.157,1.000,  24.790
 0.963,  0.157,1.000,  24.610
 0.965,  0.157,1.000,  24.431
 0.966,  0.156,1.000,  24.252
 0.967,  0.156,1.000,  24.074
 0.969,  0.156,1.000,  23.896
 0.970,  0.156,1.000,  23.718
 0.972,  0.156,1.000,  23.541
 0.973,  0.156,1.000,  23.364
 0.974,  0.156,1.000,  23.188
 0.976,  0.156,1.000,  23.012
 0.977,  0.156,1.000,  22.836
 0.979,  0.156,1.000,  22.661
 0.980,  0.156,1.000,  22.486
 0.981,  0.156,1.000,  22.312
 0.983,  0.155,1.000,  22.138
 0.984,  0.155,1.000,  21.965
 0.986,  0.155,1.000,  21.792
 0.987,  0.155,1.000,  21.620
 0.988,  0.155,1.000,  21.448
 0.990,  0.155,1.000,  21.277
 0.991,  0.155,1.000,  21.106
 0.993,  0.155,1.000,  20.935
 0.994,  0.155,1.000,  20.765
 0.995,  0.155,1.000,  20.596
 0.997,  0.155,1.000,  20.427
 0.998,  0.155,1.000,  20.259
 1.000,  0.154,1.000,  20.091
 1.001,  0.154,1.000,  19.924
 1.002,  0.154,1.000,  19.757
 1.004,  0.154,1.000,  19.591
 1.005,  0.154,1.000,  19.425
 1.007,  0.154,1.000,  19.260
 1.008,  0.154,1.000,  19.096
 1.009,  0.154,1.000,  18.932
 1.011,  0.154,1.000,  18.768
 1.012,  0.154,1.000,  18.606
 1.014,  0.154,1.000,  18.443
 1.015,  0.154,1.000,  18.282
 1.016,  0.153,1.000,  18.121
 1.018,  0.153,1.000,  17.960
 1.019,  0.153,1.000,  17.800
 1.021,  0.153,1.000,  17.641
 1.022,  0.153,1.000,  17.483
 1.023,  0.153,1.000,  17.325
 1.025,  0.153,1.000,  17.167
 1.026,  0.153,1.000,  17.011
